TimeStamp,,,,Specification,Value_mA,Value_A,,TimeStamp_30
16:12:43.541 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:27.400
16:12:43.681 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:27.500
16:12:43.775 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:27.600
16:12:43.916 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:27.700
16:12:44.057 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:27.800
16:12:44.150 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:27.900
16:12:44.291 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:28.000
16:12:44.385 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:28.100
16:12:44.525 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:28.200
16:12:44.666 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:28.300
16:12:44.760 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:28.400
16:12:44.900 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:28.500
16:12:44.994 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:28.600
16:12:45.135 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:28.700
16:12:45.228 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:28.800
16:12:45.370 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:28.900
16:12:45.510 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:29.000
16:12:45.604 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:29.100
16:12:45.745 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:29.200
16:12:45.854 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:29.300
16:12:45.995 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:29.400
16:12:46.089 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:29.500
16:12:46.229 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:29.600
16:12:46.323 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:29.700
16:12:46.464 -> The value of current in ma : 9193.08,,,,current,9193.08,9.19308,,0:01:29.800
16:12:46.557 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:29.900
16:12:46.699 -> The value of current in ma : 9193.08,,,,current,9193.08,9.19308,,0:01:30.000
16:12:46.839 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:30.100
16:12:46.933 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:30.200
16:12:47.074 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:30.300
16:12:47.168 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:30.400
16:12:47.309 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:30.500
16:12:47.449 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:30.600
16:12:47.543 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:30.700
16:12:47.699 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:30.800
16:12:47.793 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:30.900
16:12:47.887 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:31.000
16:12:48.043 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:31.100
16:12:48.153 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:31.200
16:12:48.293 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:31.300
16:12:48.387 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:31.400
16:12:48.543 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:31.500
16:12:48.653 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:31.600
16:12:48.793 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:31.700
16:12:48.887 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:31.800
16:12:49.028 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:31.900
16:12:49.122 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:32.000
16:12:49.262 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:32.100
16:12:49.356 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:32.200
16:12:49.497 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:32.300
16:12:49.591 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:32.400
16:12:49.731 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:32.500
16:12:49.872 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:32.600
16:12:49.966 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:32.700
16:12:50.106 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:32.800
16:12:50.200 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:32.900
16:12:50.341 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:33.000
16:12:50.435 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:33.100
16:12:50.575 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:33.200
16:12:50.716 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:33.300
16:12:50.810 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:33.400
16:12:50.951 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:33.500
16:12:51.044 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:33.600
16:12:51.185 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:33.700
16:12:51.325 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:33.800
16:12:51.419 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:33.900
16:12:51.560 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:34.000
16:12:51.654 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:34.100
16:12:51.794 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:34.200
16:12:51.935 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:34.300
16:12:52.029 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:34.400
16:12:52.185 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:34.500
16:12:52.279 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:34.600
16:12:52.420 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:34.700
16:12:52.529 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:34.800
16:12:52.623 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:34.900
16:12:52.763 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:35.000
16:12:52.904 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:35.100
16:12:52.998 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:35.200
16:12:53.138 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:35.300
16:12:53.232 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:35.400
16:12:53.373 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:35.500
16:12:53.514 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:35.600
16:12:53.608 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:35.700
16:12:53.748 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:35.800
16:12:53.842 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:35.900
16:12:53.983 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:36.000
16:12:54.076 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:36.100
16:12:54.217 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:36.200
16:12:54.358 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:36.300
16:12:54.451 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:36.400
16:12:54.592 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:36.500
16:12:54.686 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:36.600
16:12:54.827 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:36.700
16:12:54.968 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:36.800
16:12:55.061 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:36.900
16:12:55.202 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:37.000
16:12:55.296 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:37.100
16:12:55.436 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:37.200
16:12:55.530 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:37.300
16:12:55.671 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:37.400
16:12:55.811 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:37.500
16:12:55.905 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:37.600
16:12:56.046 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:37.700
16:12:56.140 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:37.800
16:12:56.281 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:37.900
16:12:56.375 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:38.000
16:12:56.515 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:38.100
16:12:56.656 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:38.200
16:12:56.750 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:38.300
16:12:56.875 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:38.400
16:12:57.015 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:38.500
16:12:57.110 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:38.600
16:12:57.250 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:38.700
16:12:57.344 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:38.800
16:12:57.485 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:38.900
16:12:57.626 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:39.000
16:12:57.719 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:39.100
16:12:57.860 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:39.200
16:12:57.954 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:39.300
16:12:58.094 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:39.400
16:12:58.235 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:39.500
16:12:58.329 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:39.600
16:12:58.469 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:39.700
16:12:58.579 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:39.800
16:12:58.673 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:39.900
16:12:58.829 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:40.000
16:12:58.939 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:40.100
16:12:59.079 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:40.200
16:12:59.173 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:40.300
16:12:59.314 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:40.400
16:12:59.407 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:40.500
16:12:59.548 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:40.600
16:12:59.642 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:40.700
16:12:59.782 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:40.800
16:12:59.923 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:40.900
16:13:00.017 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:41.000
16:13:00.174 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:41.100
16:13:00.267 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:41.200
16:13:00.409 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:41.300
16:13:00.502 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:41.400
16:13:00.643 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:41.500
16:13:00.784 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:41.600
16:13:00.877 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:41.700
16:13:01.018 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:41.800
16:13:01.143 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:41.900
16:13:01.237 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:42.000
16:13:01.378 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:42.100
16:13:01.472 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:42.200
16:13:01.612 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:42.300
16:13:01.706 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:42.400
16:13:01.847 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:42.500
16:13:01.988 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:42.600
16:13:02.081 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:42.700
16:13:02.222 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:42.800
16:13:02.316 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:42.900
16:13:02.457 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:43.000
16:13:02.597 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:43.100
16:13:02.691 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:43.200
16:13:02.832 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:43.300
16:13:02.941 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:43.400
16:13:03.082 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:43.500
16:13:03.176 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:43.600
16:13:03.317 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:43.700
16:13:03.411 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:43.800
16:13:03.552 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:43.900
16:13:03.645 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:44.000
16:13:03.786 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:44.100
16:13:03.927 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:44.200
16:13:04.021 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:44.300
16:13:04.161 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:44.400
16:13:04.255 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:44.500
16:13:04.396 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:44.600
16:13:04.536 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:44.700
16:13:04.630 -> The value of current in ma : 9123.96,,,,current,9123.96,9.12396,,0:01:44.800
16:13:04.771 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:44.900
16:13:04.880 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:45.000
16:13:04.974 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:45.100
16:13:05.114 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:45.200
16:13:05.255 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:45.300
16:13:05.349 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:45.400
16:13:05.489 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:45.500
16:13:05.630 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:45.600
16:13:05.724 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:45.700
16:13:05.865 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:45.800
16:13:05.959 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:45.900
16:13:06.099 -> The value of current in ma : 9031.80,,,,current,9031.8,9.0318,,0:01:46.000
16:13:06.193 -> The value of current in ma : 9100.92,,,,current,9100.92,9.10092,,0:01:46.100
16:13:06.333 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:46.200
16:13:06.474 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:46.300
16:13:06.584 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:46.400
16:13:06.677 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:46.500
16:13:06.818 -> The value of current in ma : 8939.64,,,,current,8939.64,8.93964,,0:01:46.600
16:13:06.959 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:46.700
16:13:07.052 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:46.800
16:13:07.162 -> The value of current in ma : 8893.56,,,,current,8893.56,8.89356,,0:01:46.900
16:13:07.302 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:47.000
16:13:07.443 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:47.100
16:13:07.537 -> The value of current in ma : 8985.72,,,,current,8985.72,8.98572,,0:01:47.200
16:13:07.677 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:47.300
16:13:07.771 -> The value of current in ma : 8962.68,,,,current,8962.68,8.96268,,0:01:47.400
16:13:07.912 -> The value of current in ma : 9054.84,,,,current,9054.84,9.05484,,0:01:47.500
16:13:08.052 -> The value of current in ma : 9008.76,,,,current,9008.76,9.00876,,0:01:47.600
16:13:08.146 -> The value of current in ma : 9077.88,,,,current,9077.88,9.07788,,0:01:47.700
16:13:08.287 -> The value of current in ma : 74.84,,,,current,74.84,0.07484,,0:01:47.800
16:13:08.396 -> The value of current in ma : 0.00,,,,current,0,0,,0:01:47.900
16:13:08.490 -> The value of current in ma : 17.57,,,,current,17.57,0.01757,,0:01:48.000
,,,,,,,,0:01:48.100
,,,,,,,,0:01:48.200
,,,,,,,,0:01:48.300
,,,,,,,,0:01:48.400
,,,,,,,,0:01:48.500
,,,,,,,,0:01:48.600
,,,,,,,,0:01:48.700
,,,,,,,,0:01:48.800
,,,,,,,,0:01:48.900
,,,,,,,,0:01:49.000
,,,,,,,,0:01:49.100
,,,,,,,,0:01:49.200
,,,,,,,,0:01:49.300
,,,,,,,,0:01:49.400
,,,,,,,,0:01:49.500
,,,,,,,,0:01:49.600
,,,,,,,,0:01:49.700
,,,,,,,,0:01:49.800
,,,,,,,,0:01:49.900
,,,,,,,,0:01:50.000
,,,,,,,,0:01:50.100
,,,,,,,,0:01:50.200
,,,,,,,,0:01:50.300
,,,,,,,,0:01:50.400
,,,,,,,,0:01:50.500
,,,,,,,,0:01:50.600
,,,,,,,,0:01:50.700
,,,,,,,,0:01:50.800
,,,,,,,,0:01:50.900
,,,,,,,,0:01:51.000
,,,,,,,,0:01:51.100
,,,,,,,,0:01:51.200
,,,,,,,,0:01:51.300
,,,,,,,,0:01:51.400
,,,,,,,,0:01:51.500
,,,,,,,,0:01:51.600
,,,,,,,,0:01:51.700
,,,,,,,,0:01:51.800
,,,,,,,,0:01:51.900
,,,,,,,,0:01:52.000
,,,,,,,,0:01:52.100
,,,,,,,,0:01:52.200
,,,,,,,,0:01:52.300
,,,,,,,,0:01:52.400
,,,,,,,,0:01:52.500
,,,,,,,,0:01:52.600
,,,,,,,,0:01:52.700
,,,,,,,,0:01:52.800
,,,,,,,,0:01:52.900
,,,,,,,,0:01:53.000
,,,,,,,,0:01:53.100
,,,,,,,,0:01:53.200
,,,,,,,,0:01:53.300
,,,,,,,,0:01:53.400
,,,,,,,,0:01:53.500
,,,,,,,,0:01:53.600
,,,,,,,,0:01:53.700
,,,,,,,,0:01:53.800
,,,,,,,,0:01:53.900
,,,,,,,,0:01:54.000
,,,,,,,,0:01:54.100
