test,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29
867,7.92586,6.273,6.048,6.273,6.221,6.169,6.463,6.307,6.204,6.428,6.566,6.186,6.722,6.722,6.29,6.186,6.169,6.204,6.446,6.515,6.221,6.169,6.238,6.342,6.411,6.134,6.307,6.273,6.204,6.307
868,7.99498,6.255,6.083,6.273,6.238,6.152,6.497,6.307,6.238,6.446,6.584,6.186,6.687,6.705,6.307,6.204,6.169,6.204,6.463,6.48,6.186,6.186,6.221,6.342,6.411,6.134,6.29,6.221,6.186,6.307
869,7.92586,6.238,6.083,6.273,6.221,6.169,6.515,6.29,6.238,6.446,6.549,6.186,6.687,6.722,6.307,6.204,6.152,6.204,6.48,6.497,6.186,6.221,6.238,6.359,6.411,6.152,6.273,6.238,6.204,6.325
870,7.97194,6.255,6.048,6.238,6.238,6.169,6.515,6.307,6.204,6.463,6.601,6.169,6.687,6.722,6.307,6.186,6.152,6.186,6.463,6.463,6.186,6.221,6.221,6.359,6.428,6.134,6.273,6.221,6.204,6.325
871,7.9489,6.238,6.048,6.255,6.204,6.186,6.532,6.325,6.204,6.411,6.584,6.169,6.722,6.705,6.29,6.204,6.169,6.204,6.446,6.497,6.221,6.169,6.221,6.342,6.446,6.134,6.307,6.221,6.186,6.29
872,7.9489,6.221,6.083,6.238,6.238,6.169,6.532,6.307,6.238,6.446,6.584,6.186,6.687,6.722,6.325,6.186,6.152,6.204,6.446,6.463,6.169,6.152,6.255,6.376,6.411,6.152,6.29,6.221,6.221,6.307
873,7.97194,6.238,6.117,6.186,6.238,6.169,6.601,6.307,6.204,6.446,6.584,6.186,6.687,6.757,6.307,6.152,6.134,6.221,6.446,6.48,6.204,6.152,6.221,6.359,6.428,6.134,6.273,6.238,6.186,6.307
874,7.92586,6.221,6.065,6.238,6.221,6.152,6.584,6.29,6.221,6.428,6.584,6.186,6.705,6.722,6.342,6.152,6.169,6.204,6.446,6.497,6.186,6.169,6.221,6.376,6.428,6.134,6.273,6.273,6.186,6.29
875,7.97194,6.221,6.048,6.307,6.238,6.204,6.601,6.29,6.221,6.428,6.584,6.186,6.687,6.739,6.307,6.169,6.169,6.221,6.48,6.463,6.169,6.238,6.255,6.325,6.411,6.117,6.273,6.255,6.204,6.29
876,7.9489,6.221,6.083,6.307,6.238,6.186,6.532,6.307,6.221,6.428,6.601,6.169,6.687,6.722,6.307,6.186,6.169,6.186,6.463,6.497,6.186,6.221,6.238,6.359,6.411,6.117,6.273,6.238,6.204,6.29
877,7.90282,6.221,6.065,6.255,6.221,6.169,6.601,6.29,6.204,6.411,6.584,6.186,6.705,6.722,6.307,6.186,6.152,6.186,6.446,6.463,6.169,6.221,6.255,6.359,6.428,6.117,6.29,6.255,6.204,6.307
878,7.8337,6.204,6.065,6.238,6.255,6.169,6.549,6.307,6.186,6.411,6.584,6.186,6.687,6.722,6.29,6.169,6.186,6.204,6.428,6.497,6.186,6.186,6.238,6.342,6.446,6.117,6.307,6.221,6.186,6.273
879,7.85674,6.238,6.1,6.238,6.238,6.186,6.618,6.29,6.221,6.411,6.566,6.169,6.722,6.722,6.325,6.169,6.221,6.204,6.446,6.48,6.169,6.186,6.238,6.428,6.428,6.134,6.273,6.221,6.204,6.29
880,7.87978,6.204,6.065,6.255,6.238,6.152,6.601,6.307,6.186,6.411,6.601,6.169,6.774,6.722,6.29,6.204,6.307,6.186,6.446,6.48,6.238,6.186,6.238,6.342,6.428,6.169,6.29,6.221,6.186,6.29
881,7.87978,6.204,6.065,6.204,6.221,6.152,6.584,6.307,6.204,6.428,6.601,6.169,6.705,6.791,6.307,6.186,6.238,6.221,6.428,6.48,6.221,6.152,6.238,6.342,6.411,6.169,6.29,6.255,6.186,6.325
882,7.90282,6.221,6.065,6.169,6.221,6.169,6.601,6.29,6.186,6.428,6.566,6.186,6.705,6.705,6.307,6.152,6.169,6.204,6.428,6.48,6.169,6.152,6.255,6.342,6.411,6.134,6.273,6.238,6.221,6.307
883,7.92586,6.238,6.1,6.186,6.238,6.152,6.584,6.29,6.204,6.411,6.566,6.169,6.687,6.705,6.325,6.186,6.186,6.186,6.428,6.463,6.204,6.169,6.221,6.359,6.428,6.152,6.307,6.238,6.186,6.29
884,7.92586,6.221,6.083,6.29,6.221,6.169,6.584,6.29,6.204,6.428,6.549,6.186,6.722,6.722,6.307,6.152,6.186,6.204,6.463,6.463,6.186,6.204,6.238,6.342,6.411,6.134,6.273,6.238,6.186,6.29
885,7.90282,6.204,6.065,6.255,6.255,6.169,6.515,6.307,6.221,6.463,6.566,6.186,6.722,6.722,6.325,6.169,6.169,6.204,6.48,6.515,6.169,6.204,6.238,6.359,6.446,6.117,6.273,6.238,6.204,6.273
886,7.90282,6.221,6.1,6.29,6.204,6.169,6.549,6.342,6.186,6.411,6.566,6.169,6.722,6.687,6.29,6.152,6.204,6.186,6.48,6.463,6.221,6.238,6.238,6.359,6.411,6.117,6.325,6.221,6.204,6.325
887,7.92586,6.221,6.083,6.29,6.255,6.186,6.515,6.307,6.204,6.394,6.584,6.169,6.687,6.722,6.307,6.204,6.186,6.186,6.446,6.463,6.221,6.238,6.255,6.342,6.394,6.117,6.29,6.221,6.169,6.325
888,7.90282,6.221,6.065,6.238,6.238,6.169,6.566,6.307,6.204,6.428,6.584,6.169,6.687,6.722,6.307,6.169,6.204,6.221,6.463,6.497,6.204,6.204,6.221,6.359,6.411,6.117,6.273,6.238,6.204,6.307
889,7.92586,6.221,6.083,6.255,6.238,6.152,6.549,6.29,6.221,6.411,6.566,6.204,6.739,6.705,6.29,6.169,6.186,6.169,6.497,6.497,6.186,6.152,6.255,6.342,6.428,6.134,6.29,6.255,6.221,6.273
890,7.92586,6.204,6.048,6.255,6.221,6.152,6.566,6.307,6.204,6.411,6.601,6.169,6.705,6.705,6.29,6.169,6.152,6.221,6.428,6.463,6.152,6.169,6.255,6.342,6.411,6.117,6.29,6.238,6.204,6.307
891,7.92586,6.221,6.048,6.221,6.255,6.169,6.566,6.307,6.238,6.428,6.566,6.169,6.687,6.757,6.342,6.186,6.169,6.204,6.463,6.463,6.152,6.152,6.238,6.342,6.411,6.1,6.273,6.238,6.204,6.342
892,7.97194,6.204,6.048,6.186,6.238,6.169,6.549,6.307,6.221,6.394,6.566,6.186,6.705,6.722,6.342,6.186,6.186,6.221,6.463,6.411,6.186,6.204,6.273,6.342,6.411,6.134,6.307,6.204,6.186,6.342
893,7.87978,6.204,6.048,6.204,6.221,6.152,6.584,6.325,6.204,6.394,6.566,6.204,6.722,6.705,6.29,6.169,6.152,6.186,6.446,6.428,6.186,6.204,6.238,6.359,6.428,6.117,6.307,6.221,6.204,6.307
894,7.97194,6.204,6.083,6.204,6.221,6.152,6.566,6.325,6.221,6.428,6.566,6.204,6.705,6.687,6.325,6.169,6.169,6.169,6.463,6.428,6.186,6.186,6.221,6.342,6.428,6.1,6.255,6.238,6.221,6.325
895,7.99498,6.238,6.048,6.204,6.273,6.169,6.601,6.307,6.204,6.446,6.601,6.169,6.705,6.722,6.342,6.152,6.186,6.186,6.515,6.411,6.204,6.204,6.255,6.376,6.446,6.1,6.255,6.204,6.204,6.307
896,7.9489,6.221,6.065,6.238,6.255,6.152,6.549,6.29,6.204,6.394,6.601,6.204,6.705,6.722,6.307,6.169,6.186,6.238,6.463,6.411,6.204,6.204,6.255,6.342,6.428,6.134,6.307,6.255,6.204,6.325
897,7.92586,6.204,6.083,6.273,6.221,6.169,6.584,6.307,6.221,6.394,6.584,6.186,6.722,6.722,6.325,6.204,6.169,6.204,6.446,6.428,6.221,6.204,6.255,6.342,6.428,6.117,6.29,6.255,6.204,6.307
898,7.92586,6.186,6.117,6.29,6.238,6.169,6.566,6.29,6.221,6.394,6.618,6.169,6.722,6.757,6.325,6.186,6.169,6.186,6.428,6.376,6.186,6.273,6.238,6.359,6.446,6.117,6.273,6.238,6.221,6.325
899,7.85674,6.204,6.1,6.238,6.238,6.152,6.584,6.307,6.221,6.428,6.618,6.152,6.722,6.705,6.29,6.169,6.169,6.152,6.428,6.394,6.169,6.238,6.255,6.359,6.48,6.152,6.325,6.186,6.204,6.307
900,7.87978,6.204,6.083,6.273,6.238,6.204,6.584,6.325,6.221,6.376,6.584,6.186,6.705,6.705,6.359,6.169,6.169,6.117,6.428,6.376,6.186,6.255,6.221,6.359,6.463,6.169,6.29,6.255,6.186,6.307
901,7.97194,6.221,6.065,6.273,6.221,6.186,6.584,6.29,6.238,6.394,6.584,6.186,6.705,6.722,6.29,6.186,6.152,6.152,6.446,6.394,6.152,6.186,6.238,6.342,6.446,6.134,6.29,6.221,6.186,6.325
902,7.99498,6.204,6.083,6.238,6.221,6.152,6.584,6.325,6.204,6.394,6.618,6.186,6.705,6.705,6.342,6.186,6.186,6.152,6.411,6.359,6.152,6.204,6.238,6.342,6.428,6.152,6.273,6.204,6.186,6.307
903,7.90282,6.204,6.083,6.255,6.255,6.152,6.549,6.307,6.221,6.376,6.584,6.186,6.705,6.757,6.325,6.186,6.204,6.169,6.428,6.359,6.169,6.221,6.255,6.342,6.446,6.152,6.273,6.221,6.204,6.307
904,7.92586,6.204,6.065,6.204,6.221,6.152,6.618,6.273,6.221,6.394,6.584,6.169,6.757,6.705,6.307,6.169,6.169,6.152,6.463,6.342,6.169,6.204,6.238,6.359,6.446,6.134,6.29,6.221,6.204,6.307
905,7.90282,6.204,6.083,6.255,6.221,6.152,6.532,6.29,6.204,6.394,6.584,6.169,6.722,6.705,6.29,6.204,6.169,6.152,6.446,6.325,6.186,6.152,6.273,6.359,6.463,6.134,6.29,6.221,6.186,6.29
906,7.90282,6.186,6.083,6.238,6.238,6.152,6.566,6.325,6.221,6.411,6.601,6.152,6.774,6.739,6.325,6.186,6.204,6.152,6.446,6.342,6.152,6.221,6.238,6.342,6.428,6.134,6.29,6.221,6.204,6.307
907,7.8337,6.238,6.065,6.255,6.238,6.152,6.532,6.325,6.204,6.446,6.618,6.186,6.774,6.739,6.325,6.169,6.204,6.152,6.428,6.359,6.152,6.255,6.238,6.359,6.446,6.169,6.273,6.221,6.204,6.325
908,7.97194,6.238,6.065,6.238,6.255,6.169,6.584,6.325,6.221,6.411,6.601,6.169,6.808,6.722,6.29,6.186,6.186,6.152,6.394,6.463,6.152,6.221,6.238,6.359,6.446,6.134,6.29,6.221,6.204,6.307
909,7.90282,6.221,6.048,6.255,6.238,6.134,6.584,6.307,6.221,6.394,6.584,6.204,6.808,6.722,6.307,6.169,6.186,6.152,6.394,6.342,6.134,6.186,6.255,6.376,6.411,6.117,6.29,6.204,6.186,6.29
910,7.90282,6.221,6.083,6.238,6.221,6.152,6.601,6.325,6.204,6.394,6.584,6.186,6.774,6.739,6.29,6.169,6.169,6.169,6.428,6.342,6.134,6.204,6.273,6.342,6.411,6.152,6.273,6.204,6.186,6.307
911,7.87978,6.204,6.065,6.204,6.221,6.169,6.601,6.307,6.204,6.394,6.601,6.169,6.722,6.722,6.307,6.186,6.186,6.169,6.446,6.532,6.169,6.238,6.238,6.342,6.446,6.117,6.29,6.204,6.186,6.273
912,7.97194,6.221,6.083,6.186,6.221,6.169,6.532,6.29,6.221,6.411,6.584,6.169,6.687,6.722,6.307,6.169,6.152,6.152,6.463,6.411,6.152,6.186,6.221,6.325,6.463,6.152,6.273,6.238,6.204,6.273
913,7.9489,6.221,6.065,6.152,6.204,6.169,6.497,6.325,6.204,6.428,6.601,6.169,6.722,6.739,6.307,6.169,6.169,6.169,6.446,6.359,6.152,6.169,6.221,6.376,6.428,6.134,6.307,6.255,6.221,6.307
914,7.90282,6.204,6.083,6.186,6.221,6.169,6.532,6.307,6.186,6.428,6.566,6.186,6.722,6.739,6.307,6.186,6.169,6.169,6.446,6.463,6.186,6.221,6.255,6.325,6.428,6.152,6.307,6.221,6.204,6.359
915,7.87978,6.221,6.1,6.169,6.221,6.152,6.566,6.307,6.204,6.411,6.584,6.186,6.722,6.722,6.342,6.169,6.152,6.169,6.463,6.359,6.204,6.255,6.221,6.342,6.463,6.152,6.273,6.204,6.186,6.376
916,7.92586,6.221,6.065,6.204,6.221,6.152,6.584,6.29,6.186,6.411,6.636,6.204,6.739,6.722,6.325,6.169,6.186,6.152,6.48,6.325,6.204,6.221,6.273,6.411,6.428,6.134,6.273,6.255,6.238,6.342
917,7.9489,6.221,6.1,6.29,6.238,6.169,6.566,6.29,6.221,6.411,6.601,6.204,6.739,6.722,6.307,6.186,6.152,6.169,6.48,6.428,6.186,6.238,6.255,6.342,6.428,6.186,6.273,6.238,6.221,6.307
918,7.92586,6.238,6.134,6.221,6.221,6.186,6.618,6.29,6.221,6.411,6.601,6.169,6.739,6.757,6.307,6.186,6.152,6.152,6.428,6.342,6.204,6.204,6.238,6.342,6.463,6.152,6.325,6.255,6.204,6.29
919,7.87978,6.325,6.065,6.255,6.204,6.169,6.636,6.273,6.221,6.394,6.601,6.169,6.705,6.705,6.29,6.186,6.186,6.186,6.446,6.532,6.152,6.186,6.238,6.325,6.411,6.117,6.29,6.238,6.186,6.273
920,7.85674,6.342,6.083,6.238,6.255,6.152,6.532,6.307,6.221,6.411,6.584,6.169,6.705,6.722,6.307,6.186,6.186,6.169,6.48,6.376,6.221,6.221,6.29,6.359,6.446,6.134,6.307,6.255,6.238,6.29
921,7.9489,6.325,6.083,6.238,6.221,6.186,6.515,6.29,6.221,6.446,6.566,6.186,6.739,6.722,6.307,6.152,6.152,6.169,6.428,6.446,6.169,6.169,6.255,6.359,6.428,6.117,6.29,6.221,6.221,6.307
922,7.87978,6.325,6.083,6.221,6.221,6.186,6.618,6.307,6.255,6.394,6.549,6.169,6.739,6.739,6.29,6.204,6.152,6.186,6.446,6.532,6.204,6.204,6.273,6.359,6.411,6.152,6.307,6.238,6.186,6.273
923,7.90282,6.325,6.083,6.238,6.221,6.134,6.584,6.307,6.204,6.411,6.549,6.204,6.705,6.722,6.325,6.186,6.152,6.186,6.463,6.497,6.169,6.221,6.238,6.376,6.428,6.152,6.307,6.238,6.204,6.29
924,7.90282,6.342,6.083,6.221,6.238,6.152,6.584,6.29,6.238,6.394,6.549,6.204,6.826,6.757,6.342,6.186,6.186,6.169,6.446,6.428,6.152,6.238,6.238,6.342,6.376,6.134,6.29,6.255,6.186,6.29
925,7.87978,6.307,6.065,6.255,6.221,6.134,6.549,6.29,6.221,6.394,6.566,6.204,6.739,6.722,6.325,6.169,6.186,6.169,6.463,6.497,6.169,6.273,6.221,6.325,6.428,6.117,6.307,6.238,6.186,6.273
926,7.90282,6.325,6.048,6.238,6.221,6.169,6.515,6.29,6.221,6.428,6.584,6.186,6.722,6.722,6.325,6.186,6.186,6.169,6.428,6.566,6.169,6.238,6.204,6.342,6.376,6.134,6.29,6.221,6.186,6.29
927,7.87978,6.307,6.083,6.255,6.221,6.169,6.566,6.307,6.255,6.394,6.584,6.204,6.705,6.739,6.307,6.186,6.169,6.152,6.428,6.411,6.186,6.238,6.273,6.325,6.411,6.134,6.273,6.238,6.204,6.29
928,7.90282,6.359,6.065,6.255,6.238,6.169,6.584,6.359,6.221,6.411,6.549,6.204,6.739,6.722,6.29,6.186,6.152,6.186,6.446,6.342,6.169,6.255,6.273,6.376,6.376,6.117,6.307,6.238,6.186,6.29
929,7.9489,6.325,6.065,6.255,6.221,6.186,6.532,6.307,6.238,6.394,6.584,6.186,6.722,6.739,6.29,6.169,6.169,6.134,6.446,6.428,6.169,6.255,6.255,6.342,6.411,6.117,6.29,6.238,6.204,6.29
930,7.85674,6.325,6.048,6.204,6.238,6.169,6.584,6.29,6.221,6.428,6.601,6.186,6.722,6.722,6.325,6.169,6.152,6.169,6.428,6.532,6.186,6.238,6.221,6.359,6.446,6.134,6.325,6.221,6.186,6.255
931,7.92586,6.307,6.083,6.273,6.221,6.169,6.532,6.29,6.238,6.428,6.584,6.169,6.722,6.722,6.342,6.169,6.186,6.204,6.463,6.497,6.169,6.204,6.221,6.359,6.411,6.169,6.29,6.221,6.186,6.29
932,7.90282,6.325,6.065,6.273,6.221,6.169,6.584,6.29,6.238,6.428,6.566,6.152,6.705,6.739,6.307,6.169,6.169,6.169,6.463,6.428,6.186,6.204,6.273,6.342,6.428,6.134,6.29,6.221,6.186,6.273
933,7.85674,6.342,6.065,6.204,6.238,6.169,6.532,6.307,6.238,6.411,6.601,6.169,6.739,6.705,6.307,6.152,6.134,6.186,6.446,6.497,6.204,6.238,6.255,6.342,6.428,6.169,6.273,6.186,6.204,6.29
934,7.85674,6.325,6.048,6.238,6.221,6.186,6.532,6.29,6.255,6.394,6.601,6.152,6.739,6.757,6.29,6.186,6.186,6.204,6.446,6.549,6.204,6.255,6.221,6.325,6.411,6.117,6.273,6.238,6.186,6.29
935,7.85674,6.325,6.031,6.204,6.204,6.186,6.515,6.29,6.221,6.394,6.601,6.152,6.705,6.722,6.325,6.152,6.169,6.169,6.463,6.497,6.186,6.204,6.255,6.342,6.411,6.186,6.29,6.238,6.204,6.307
936,7.90282,6.325,6.048,6.255,6.221,6.152,6.532,6.307,6.238,6.394,6.636,6.152,6.705,6.722,6.29,6.186,6.169,6.169,6.446,6.376,6.169,6.273,6.238,6.342,6.376,6.117,6.307,6.204,6.204,6.29
937,7.90282,6.29,6.065,6.186,6.255,6.169,6.584,6.29,6.221,6.411,6.601,6.152,6.705,6.808,6.307,6.152,6.152,6.169,6.411,6.446,6.152,6.273,6.221,6.325,6.411,6.134,6.29,6.238,6.221,6.29
938,7.85674,6.325,6.048,6.29,6.238,6.152,6.566,6.307,6.221,6.411,6.601,6.186,6.705,6.739,6.29,6.204,6.152,6.186,6.446,6.532,6.169,6.307,6.221,6.342,6.428,6.134,6.29,6.238,6.186,6.273
939,7.87978,6.307,6.065,6.273,6.221,6.169,6.566,6.307,6.238,6.428,6.601,6.186,6.705,6.739,6.273,6.152,6.152,6.186,6.411,6.446,6.169,6.255,6.238,6.359,6.394,6.117,6.273,6.221,6.204,6.255
940,7.92586,6.325,6.014,6.273,6.255,6.152,6.653,6.307,6.238,6.394,6.601,6.169,6.705,6.739,6.325,6.169,6.134,6.169,6.394,6.566,6.186,6.255,6.238,6.359,6.394,6.117,6.255,6.186,6.169,6.273
941,7.92586,6.342,6.048,6.29,6.204,6.169,6.549,6.307,6.238,6.428,6.601,6.169,6.722,6.739,6.307,6.186,6.152,6.221,6.411,6.515,6.169,6.221,6.273,6.342,6.411,6.117,6.29,6.221,6.186,6.307
942,7.90282,6.342,6.065,6.238,6.238,6.169,6.532,6.29,6.238,6.428,6.601,6.152,6.705,6.757,6.307,6.169,6.134,6.169,6.394,6.549,6.186,6.152,6.221,6.342,6.394,6.152,6.29,6.221,6.186,6.273
943,7.87978,6.342,6.083,6.238,6.221,6.152,6.566,6.29,6.238,6.394,6.601,6.152,6.705,6.705,6.29,6.186,6.169,6.169,6.463,6.497,6.186,6.169,6.255,6.325,6.411,6.117,6.29,6.221,6.204,6.273
944,7.85674,6.342,6.048,6.255,6.238,6.134,6.618,6.307,6.238,6.394,6.601,6.186,6.705,6.722,6.307,6.169,6.117,6.169,6.446,6.497,6.169,6.169,6.221,6.342,6.376,6.117,6.273,6.204,6.186,6.273
945,7.90282,6.325,6.065,6.152,6.221,6.186,6.515,6.307,6.255,6.411,6.584,6.169,6.705,6.722,6.307,6.169,6.134,6.186,6.428,6.515,6.186,6.169,6.238,6.342,6.411,6.117,6.307,6.255,6.204,6.307
946,7.87978,6.325,6.031,6.186,6.238,6.186,6.566,6.29,6.238,6.394,6.566,6.169,6.687,6.739,6.307,6.169,6.169,6.152,6.48,6.532,6.169,6.221,6.221,6.342,6.376,6.117,6.325,6.273,6.204,6.273
947,7.85674,6.29,6.048,6.273,6.238,6.152,6.532,6.307,6.238,6.428,6.549,6.169,6.722,6.722,6.307,6.204,6.169,6.169,6.446,6.549,6.169,6.221,6.238,6.376,6.394,6.1,6.29,6.238,6.204,6.29
948,7.9489,6.307,6.048,6.255,6.238,6.169,6.601,6.307,6.221,6.394,6.566,6.152,6.722,6.739,6.325,6.221,6.152,6.186,6.463,6.532,6.186,6.221,6.255,6.342,6.394,6.117,6.273,6.204,6.204,6.307
949,7.87978,6.325,6.031,6.273,6.238,6.152,6.584,6.307,6.238,6.394,6.549,6.169,6.705,6.722,6.307,6.169,6.169,6.186,6.48,6.515,6.186,6.186,6.273,6.325,6.428,6.134,6.273,6.238,6.186,6.29
950,7.87978,6.307,6.048,6.273,6.204,6.152,6.584,6.273,6.221,6.394,6.566,6.169,6.722,6.722,6.29,6.186,6.152,6.186,6.446,6.532,6.134,6.186,6.238,6.359,6.411,6.117,6.273,6.238,6.204,6.307
951,7.9489,6.325,6.014,6.273,6.221,6.152,6.549,6.307,6.221,6.446,6.549,6.169,6.705,6.722,6.29,6.186,6.169,6.169,6.446,6.515,6.186,6.221,6.238,6.325,6.411,6.117,6.273,6.238,6.169,6.273
952,7.90282,6.307,5.979,6.255,6.238,6.186,6.515,6.307,6.221,6.394,6.549,6.169,6.722,6.705,6.307,6.204,6.169,6.186,6.428,6.48,6.152,6.273,6.255,6.307,6.411,6.152,6.29,6.204,6.169,6.29
953,7.87978,6.359,6.031,6.238,6.204,6.169,6.48,6.307,6.186,6.411,6.549,6.169,6.722,6.722,6.29,6.204,6.152,6.186,6.446,6.515,6.152,6.238,6.255,6.359,6.428,6.152,6.29,6.221,6.186,6.307
954,7.87978,6.342,6.048,6.29,6.221,6.152,6.48,6.29,6.238,6.394,6.549,6.169,6.705,6.739,6.29,6.186,6.134,6.169,6.428,6.584,6.152,6.169,6.238,6.359,6.411,6.169,6.273,6.238,6.169,6.29
955,7.87978,6.325,6.048,6.204,6.238,6.186,6.48,6.342,6.221,6.428,6.566,6.186,6.705,6.722,6.307,6.152,6.134,6.152,6.411,6.446,6.169,6.204,6.238,6.342,6.428,6.134,6.29,6.221,6.186,6.29
956,7.92586,6.342,6.031,6.238,6.238,6.152,6.549,6.325,6.204,6.411,6.532,6.186,6.705,6.722,6.29,6.152,6.169,6.169,6.376,6.532,6.169,6.186,6.221,6.342,6.428,6.152,6.29,6.221,6.186,6.29
957,7.90282,6.29,6.014,6.255,6.204,6.169,6.48,6.307,6.238,6.411,6.549,6.169,6.705,6.739,6.307,6.152,6.169,6.152,6.376,6.515,6.169,6.204,6.221,6.359,6.376,6.152,6.307,6.204,6.186,6.307
958,7.90282,6.29,6.048,6.255,6.221,6.152,6.515,6.325,6.204,6.411,6.549,6.134,6.722,6.705,6.29,6.169,6.152,6.186,6.376,6.515,6.186,6.204,6.238,6.359,6.411,6.152,6.307,6.238,6.204,6.307
959,7.87978,6.29,6.031,6.238,6.221,6.152,6.549,6.29,6.204,6.411,6.549,6.152,6.687,6.739,6.273,6.204,6.169,6.169,6.394,6.532,6.186,6.238,6.238,6.394,6.359,6.152,6.29,6.238,6.186,6.29
960,7.85674,6.325,6.031,6.221,6.221,6.169,6.566,6.307,6.221,6.411,6.601,6.186,6.722,6.722,6.29,6.169,6.134,6.186,6.376,6.463,6.152,6.255,6.255,6.359,6.376,6.152,6.273,6.238,6.221,6.29
961,7.85674,6.307,6.048,6.221,6.238,6.152,6.584,6.307,6.204,6.428,6.566,6.186,6.722,6.739,6.29,6.186,6.134,6.186,6.394,6.515,6.204,6.238,6.238,6.342,6.376,6.134,6.273,6.221,6.186,6.307
962,7.9489,6.29,6.031,6.273,6.221,6.169,6.549,6.325,6.255,6.394,6.584,6.169,6.687,6.722,6.29,6.169,6.134,6.186,6.446,6.497,6.152,6.221,6.255,6.359,6.376,6.117,6.307,6.204,6.238,6.325
963,7.8337,6.307,6.031,6.255,6.221,6.169,6.515,6.29,6.204,6.376,6.584,6.152,6.722,6.722,6.273,6.186,6.134,6.169,6.411,6.463,6.169,6.221,6.255,6.325,6.394,6.117,6.273,6.221,6.204,6.273
964,7.90282,6.307,6.031,6.238,6.204,6.186,6.532,6.29,6.204,6.411,6.549,6.169,6.722,6.705,6.307,6.204,6.152,6.204,6.411,6.566,6.169,6.221,6.238,6.325,6.394,6.1,6.29,6.255,6.186,6.307
965,7.92586,6.307,6.048,6.221,6.221,6.186,6.532,6.29,6.186,6.411,6.584,6.169,6.687,6.739,6.29,6.169,6.152,6.186,6.446,6.411,6.186,6.169,6.221,6.325,6.446,6.134,6.29,6.204,6.204,6.307
966,7.8337,6.273,6.031,6.186,6.204,6.169,6.566,6.307,6.221,6.394,6.549,6.169,6.722,6.739,6.29,6.186,6.152,6.169,6.428,6.566,6.186,6.169,6.255,6.359,6.428,6.117,6.29,6.204,6.204,6.325
967,7.92586,6.273,6.031,6.204,6.221,6.169,6.428,6.307,6.204,6.428,6.566,6.169,6.722,6.722,6.29,6.169,6.134,6.169,6.428,6.549,6.169,6.186,6.255,6.359,6.428,6.134,6.273,6.221,6.221,6.29
968,7.87978,6.325,6.048,6.238,6.204,6.152,6.497,6.325,6.221,6.394,6.566,6.169,6.722,6.757,6.29,6.152,6.152,6.186,6.428,6.515,6.152,6.221,6.238,6.376,6.411,6.117,6.29,6.238,6.204,6.307
969,7.87978,6.273,6.031,6.273,6.238,6.169,6.601,6.307,6.204,6.394,6.584,6.169,6.722,6.722,6.307,6.169,6.169,6.169,6.463,6.48,6.152,6.204,6.238,6.394,6.446,6.117,6.273,6.204,6.204,6.307
970,7.85674,6.307,6.048,6.255,6.221,6.152,6.497,6.29,6.221,6.394,6.566,6.204,6.757,6.722,6.307,6.169,6.169,6.204,6.428,6.446,6.134,6.238,6.221,6.342,6.411,6.117,6.307,6.204,6.186,6.307
971,7.87978,6.307,6.048,6.169,6.221,6.186,6.497,6.29,6.204,6.394,6.584,6.152,6.705,6.739,6.307,6.152,6.186,6.134,6.446,6.342,6.152,6.204,6.221,6.342,6.411,6.152,6.29,6.221,6.204,6.255
972,7.87978,6.307,6.065,6.273,6.238,6.152,6.532,6.29,6.186,6.428,6.566,6.186,6.722,6.722,6.29,6.169,6.186,6.186,6.411,6.566,6.152,6.204,6.221,6.376,6.411,6.117,6.29,6.204,6.221,6.307
973,7.85674,6.273,6.048,6.255,6.238,6.152,6.48,6.307,6.238,6.411,6.549,6.204,6.757,6.722,6.307,6.169,6.169,6.169,6.394,6.566,6.169,6.255,6.238,6.359,6.428,6.134,6.255,6.204,6.204,6.273
974,7.92586,6.307,6.031,6.238,6.238,6.169,6.48,6.29,6.186,6.411,6.532,6.169,6.705,6.722,6.307,6.169,6.152,6.169,6.411,6.549,6.186,6.29,6.238,6.342,6.428,6.169,6.307,6.221,6.204,6.29
975,7.90282,6.307,6.048,6.134,6.221,6.152,6.515,6.273,6.221,6.394,6.584,6.169,6.705,6.739,6.307,6.169,6.169,6.169,6.428,6.376,6.169,6.255,6.221,6.342,6.428,6.134,6.273,6.204,6.204,6.273
976,7.90282,6.307,6.031,6.255,6.221,6.152,6.463,6.307,6.204,6.411,6.549,6.152,6.687,6.722,6.325,6.186,6.152,6.186,6.428,6.532,6.152,6.255,6.238,6.359,6.428,6.152,6.273,6.221,6.204,6.29
977,7.87978,6.29,6.031,6.273,6.238,6.152,6.497,6.307,6.204,6.394,6.584,6.186,6.774,6.722,6.29,6.186,6.186,6.186,6.411,6.497,6.169,6.238,6.273,6.394,6.428,6.134,6.29,6.238,6.238,6.29
978,7.87978,6.273,6.048,6.307,6.238,6.152,6.549,6.29,6.221,6.394,6.584,6.169,6.705,6.739,6.325,6.186,6.221,6.169,6.428,6.549,6.169,6.221,6.255,6.342,6.428,6.117,6.29,6.273,6.186,6.307
979,7.87978,6.29,6.031,6.273,6.238,6.169,6.515,6.29,6.204,6.411,6.584,6.221,6.964,6.722,6.325,6.186,6.152,6.134,6.376,6.549,6.152,6.238,6.238,6.359,6.446,6.117,6.255,6.255,6.204,6.29
