test,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29
503,7.90282,6.186,6.083,6.238,6.255,6.169,6.411,6.273,6.204,6.446,6.584,6.221,6.722,6.826,6.325,6.204,6.186,6.29,6.411,6.601,6.1,6.29,6.273,6.359,6.446,6.083,6.463,6.221,6.204,6.325
504,7.90282,6.169,6.083,6.221,6.255,6.204,6.411,6.325,6.204,6.446,6.584,6.186,6.705,6.808,6.342,6.204,6.186,6.325,6.411,6.618,6.1,6.29,6.238,6.376,6.411,6.083,6.394,6.238,6.186,6.29
505,7.92586,6.186,6.065,6.255,6.255,6.169,6.411,6.307,6.221,6.446,6.584,6.186,6.722,6.808,6.29,6.204,6.186,6.342,6.446,6.601,6.117,6.29,6.29,6.376,6.446,6.134,6.411,6.273,6.204,6.29
506,7.90282,6.186,6.065,6.29,6.238,6.204,6.394,6.29,6.186,6.446,6.566,6.204,6.722,6.808,6.342,6.221,6.204,6.342,6.446,6.566,6.169,6.221,6.255,6.359,6.428,6.1,6.376,6.204,6.204,6.29
507,7.87978,6.186,6.083,6.29,6.238,6.186,6.411,6.342,6.221,6.463,6.584,6.204,6.687,6.808,6.359,6.204,6.169,6.273,6.446,6.618,6.134,6.221,6.255,6.376,6.428,6.117,6.411,6.221,6.204,6.307
508,7.87978,6.204,6.083,6.29,6.238,6.169,6.411,6.307,6.204,6.446,6.584,6.186,6.687,6.791,6.359,6.186,6.186,6.29,6.411,6.618,6.117,6.204,6.273,6.376,6.428,6.117,6.428,6.221,6.238,6.307
509,7.90282,6.186,6.065,6.307,6.273,6.134,6.394,6.307,6.273,6.463,6.584,6.204,6.67,6.808,6.342,6.204,6.169,6.29,6.411,6.601,6.117,6.221,6.273,6.342,6.411,6.134,6.411,6.221,6.204,6.29
510,7.87978,6.169,6.065,6.255,6.238,6.169,6.394,6.307,6.238,6.428,6.584,6.204,6.687,6.808,6.325,6.204,6.186,6.255,6.394,6.584,6.152,6.204,6.29,6.359,6.428,6.117,6.428,6.204,6.204,6.29
511,7.88826,6.186,6.083,6.238,6.273,6.169,6.411,6.307,6.204,6.428,6.566,6.204,6.705,6.808,6.359,6.186,6.169,6.221,6.428,6.601,6.134,6.273,6.255,6.342,6.446,6.134,6.394,6.238,6.204,6.325
512,8.13323,6.186,6.083,6.273,6.255,6.169,6.411,6.325,6.204,6.446,6.566,6.204,6.705,6.791,6.325,6.204,6.152,6.221,6.411,6.601,6.152,6.255,6.238,6.325,6.394,6.1,6.376,6.238,6.221,6.307
513,8.11018,6.169,6.065,6.238,6.29,6.152,6.394,6.325,6.204,6.463,6.67,6.186,6.705,6.791,6.342,6.204,6.169,6.255,6.394,6.601,6.134,6.29,6.238,6.342,6.446,6.117,6.394,6.221,6.204,6.273
514,8.0641,6.169,6.083,6.221,6.255,6.221,6.394,6.307,6.204,6.446,6.601,6.169,6.687,6.808,6.325,6.221,6.221,6.204,6.446,6.601,6.134,6.255,6.238,6.359,6.446,6.117,6.411,6.221,6.204,6.29
515,8.13323,6.169,6.083,6.204,6.255,6.169,6.376,6.325,6.204,6.428,6.601,6.186,6.67,6.808,6.325,6.221,6.169,6.204,6.463,6.584,6.134,6.273,6.221,6.359,6.428,6.152,6.394,6.273,6.204,6.325
516,8.0641,6.169,6.1,6.255,6.255,6.152,6.411,6.342,6.204,6.428,6.584,6.204,6.67,6.791,6.359,6.204,6.169,6.204,6.446,6.653,6.152,6.273,6.238,6.376,6.411,6.152,6.428,6.238,6.204,6.325
517,8.15627,6.169,6.117,6.273,6.273,6.169,6.376,6.325,6.221,6.463,6.584,6.186,6.67,6.843,6.342,6.186,6.186,6.204,6.446,6.636,6.117,6.221,6.238,6.359,6.411,6.152,6.394,6.255,6.238,6.307
518,8.08714,6.186,6.083,6.307,6.238,6.169,6.376,6.29,6.221,6.446,6.601,6.186,6.67,6.791,6.325,6.186,6.186,6.221,6.463,6.584,6.152,6.204,6.238,6.342,6.463,6.134,6.411,6.221,6.204,6.29
519,8.08714,6.186,6.065,6.307,6.238,6.152,6.376,6.325,6.221,6.446,6.601,6.186,6.687,6.808,6.307,6.204,6.204,6.221,6.497,6.566,6.134,6.255,6.238,6.342,6.428,6.134,6.376,6.238,6.204,6.29
520,8.0641,6.169,6.1,6.238,6.29,6.169,6.394,6.307,6.238,6.446,6.618,6.186,6.653,6.791,6.307,6.204,6.169,6.221,6.446,6.601,6.134,6.307,6.29,6.325,6.428,6.134,6.394,6.255,6.221,6.273
521,8.11018,6.169,6.083,6.255,6.273,6.169,6.394,6.29,6.238,6.446,6.601,6.186,6.653,6.826,6.307,6.186,6.186,6.204,6.446,6.636,6.134,6.29,6.238,6.325,6.428,6.134,6.394,6.238,6.221,6.307
522,8.0641,6.169,6.1,6.255,6.255,6.169,6.394,6.307,6.238,6.446,6.584,6.186,6.653,6.826,6.307,6.169,6.152,6.238,6.411,6.601,6.134,6.273,6.255,6.359,6.446,6.134,6.376,6.221,6.204,6.29
523,8.0641,6.169,6.065,6.221,6.238,6.186,6.376,6.29,6.238,6.411,6.636,6.169,6.67,6.826,6.325,6.186,6.152,6.221,6.446,6.636,6.152,6.221,6.29,6.29,6.428,6.152,6.376,6.255,6.204,6.307
524,8.20235,6.186,6.1,6.255,6.238,6.186,6.376,6.307,6.221,6.428,6.636,6.186,6.653,6.808,6.325,6.204,6.152,6.255,6.428,6.601,6.134,6.273,6.238,6.394,6.428,6.169,6.376,6.238,6.238,6.307
525,8.17931,6.169,6.1,6.29,6.255,6.186,6.394,6.307,6.221,6.428,6.618,6.186,6.67,6.808,6.342,6.204,6.134,6.29,6.428,6.653,6.117,6.29,6.238,6.359,6.411,6.152,6.411,6.221,6.204,6.29
526,8.17931,6.169,6.1,6.325,6.238,6.169,6.446,6.307,6.221,6.446,6.636,6.169,6.67,6.791,6.325,6.186,6.169,6.255,6.411,6.618,6.117,6.307,6.255,6.359,6.411,6.169,6.376,6.221,6.204,6.307
527,8.11018,6.204,6.1,6.255,6.255,6.169,6.394,6.29,6.238,6.446,6.601,6.186,6.705,6.808,6.307,6.204,6.152,6.273,6.446,6.618,6.169,6.255,6.221,6.376,6.411,6.152,6.342,6.221,6.221,6.307
528,8.08714,6.186,6.1,6.273,6.273,6.169,6.463,6.29,6.238,6.463,6.618,6.186,6.687,6.826,6.307,6.204,6.204,6.273,6.48,6.636,6.152,6.238,6.238,6.359,6.428,6.152,6.342,6.238,6.204,6.325
529,8.0641,6.169,6.083,6.238,6.238,6.186,6.411,6.307,6.221,6.446,6.601,6.186,6.67,6.808,6.325,6.186,6.169,6.238,6.463,6.618,6.117,6.255,6.255,6.359,6.446,6.152,6.342,6.238,6.204,6.29
530,8.04106,6.186,6.1,6.238,6.238,6.186,6.394,6.307,6.221,6.428,6.618,6.186,6.653,6.791,6.325,6.186,6.204,6.238,6.446,6.618,6.134,6.29,6.204,6.359,6.428,6.169,6.325,6.221,6.186,6.307
531,8.08714,6.204,6.1,6.273,6.238,6.152,6.428,6.307,6.238,6.428,6.584,6.204,6.67,6.791,6.325,6.221,6.204,6.221,6.463,6.636,6.134,6.221,6.273,6.359,6.411,6.134,6.325,6.221,6.221,6.29
532,8.08714,6.169,6.1,6.238,6.255,6.152,6.411,6.307,6.255,6.446,6.601,6.169,6.722,6.808,6.359,6.186,6.221,6.238,6.48,6.601,6.134,6.221,6.238,6.394,6.463,6.169,6.325,6.221,6.221,6.342
533,8.11018,6.169,6.1,6.273,6.273,6.186,6.411,6.29,6.255,6.446,6.618,6.238,6.67,6.808,6.325,6.221,6.204,6.255,6.463,6.584,6.134,6.221,6.221,6.376,6.446,6.169,6.359,6.221,6.221,6.307
534,8.08714,6.169,6.065,6.238,6.255,6.169,6.428,6.29,6.238,6.446,6.618,6.169,6.687,6.826,6.325,6.186,6.169,6.221,6.48,6.566,6.117,6.238,6.255,6.376,6.411,6.152,6.359,6.238,6.221,6.325
535,8.08714,6.204,6.1,6.273,6.238,6.152,6.376,6.307,6.221,6.411,6.636,6.186,6.67,6.791,6.325,6.221,6.186,6.221,6.428,6.566,6.134,6.238,6.238,6.376,6.446,6.152,6.325,6.238,6.221,6.325
536,8.08714,6.204,6.083,6.325,6.255,6.152,6.376,6.29,6.238,6.411,6.601,6.204,6.687,6.774,6.342,6.204,6.169,6.255,6.428,6.584,6.152,6.255,6.238,6.376,6.428,6.134,6.342,6.238,6.238,6.307
537,8.04106,6.186,6.065,6.273,6.255,6.152,6.394,6.29,6.221,6.463,6.601,6.186,6.67,6.791,6.325,6.204,6.186,6.221,6.428,6.601,6.1,6.307,6.255,6.376,6.428,6.134,6.342,6.255,6.221,6.307
538,8.0641,6.152,6.083,6.273,6.238,6.169,6.411,6.307,6.221,6.428,6.601,6.204,6.67,6.826,6.307,6.186,6.186,6.204,6.446,6.584,6.117,6.273,6.238,6.359,6.446,6.134,6.325,6.238,6.221,6.342
539,7.9489,6.186,6.1,6.273,6.238,6.152,6.394,6.307,6.221,6.446,6.653,6.169,6.687,6.791,6.325,6.221,6.169,6.238,6.446,6.636,6.117,6.221,6.238,6.376,6.446,6.134,6.342,6.238,6.238,6.342
540,8.04106,6.204,6.083,6.273,6.238,6.169,6.411,6.307,6.221,6.446,6.601,6.186,6.687,6.826,6.307,6.204,6.169,6.238,6.446,6.618,6.134,6.29,6.221,6.376,6.428,6.134,6.342,6.238,6.204,6.342
541,7.9489,6.186,6.117,6.273,6.238,6.169,6.428,6.325,6.221,6.428,6.636,6.204,6.687,6.808,6.325,6.204,6.186,6.238,6.48,6.636,6.117,6.255,6.273,6.394,6.428,6.169,6.342,6.238,6.221,6.342
542,7.99498,6.186,6.083,6.273,6.238,6.152,6.411,6.307,6.221,6.446,6.618,6.169,6.705,6.826,6.307,6.204,6.204,6.255,6.48,6.618,6.152,6.221,6.238,6.411,6.446,6.134,6.342,6.204,6.221,6.307
543,7.99498,6.186,6.1,6.273,6.238,6.152,6.411,6.307,6.221,6.463,6.636,6.186,6.636,6.843,6.325,6.169,6.169,6.221,6.446,6.601,6.169,6.238,6.255,6.376,6.428,6.134,6.342,6.221,6.221,6.307
544,8.08714,6.186,6.083,6.255,6.221,6.152,6.411,6.29,6.221,6.446,6.618,6.186,6.687,6.808,6.342,6.204,6.152,6.238,6.428,6.618,6.134,6.204,6.255,6.359,6.411,6.134,6.342,6.238,6.221,6.325
545,7.97194,6.186,6.1,6.255,6.255,6.186,6.411,6.29,6.238,6.446,6.618,6.204,6.67,6.791,6.307,6.221,6.169,6.221,6.411,6.584,6.134,6.221,6.273,6.376,6.446,6.152,6.359,6.221,6.221,6.325
546,7.99498,6.186,6.083,6.325,6.255,6.169,6.446,6.29,6.238,6.446,6.653,6.169,6.653,6.791,6.342,6.169,6.169,6.221,6.463,6.549,6.134,6.204,6.255,6.376,6.463,6.134,6.325,6.204,6.204,6.307
547,8.01802,6.169,6.083,6.307,6.255,6.169,6.446,6.307,6.238,6.428,6.636,6.186,6.653,6.791,6.325,6.186,6.169,6.238,6.446,6.532,6.134,6.273,6.29,6.359,6.446,6.134,6.342,6.221,6.204,6.342
548,8.01802,6.186,6.065,6.307,6.238,6.152,6.376,6.307,6.238,6.428,6.618,6.186,6.67,6.843,6.325,6.186,6.169,6.238,6.428,6.584,6.117,6.29,6.238,6.376,6.428,6.152,6.307,6.255,6.221,6.342
549,8.0641,6.169,6.083,6.325,6.273,6.169,6.411,6.273,6.255,6.446,6.653,6.169,6.653,6.808,6.342,6.186,6.204,6.255,6.428,6.636,6.134,6.255,6.255,6.376,6.446,6.134,6.342,6.221,6.204,6.29
550,8.0641,6.152,6.065,6.273,6.238,6.169,6.446,6.307,6.221,6.446,6.618,6.186,6.653,6.808,6.307,6.186,6.169,6.238,6.428,6.636,6.117,6.255,6.255,6.359,6.463,6.117,6.342,6.238,6.204,6.307
551,8.04106,6.169,6.083,6.255,6.255,6.169,6.394,6.29,6.221,6.428,6.636,6.186,6.653,6.808,6.307,6.186,6.169,6.273,6.411,6.653,6.1,6.255,6.238,6.376,6.446,6.134,6.325,6.238,6.204,6.325
552,8.04106,6.186,6.1,6.29,6.238,6.169,6.394,6.307,6.221,6.48,6.618,6.169,6.653,6.808,6.325,6.221,6.186,6.255,6.394,6.636,6.117,6.273,6.255,6.359,6.463,6.134,6.342,6.221,6.255,6.342
553,8.01802,6.169,6.065,6.238,6.255,6.186,6.394,6.29,6.221,6.446,6.618,6.186,6.653,6.826,6.307,6.186,6.186,6.238,6.411,6.653,6.117,6.29,6.255,6.359,6.463,6.117,6.325,6.221,6.221,6.325
554,8.01802,6.169,6.134,6.307,6.255,6.186,6.411,6.29,6.221,6.463,6.618,6.169,6.67,6.808,6.342,6.186,6.169,6.238,6.428,6.67,6.134,6.29,6.221,6.394,6.428,6.1,6.325,6.238,6.221,6.307
555,7.97194,6.152,6.1,6.342,6.255,6.152,6.411,6.307,6.221,6.446,6.618,6.186,6.67,6.791,6.29,6.204,6.186,6.221,6.376,6.653,6.152,6.29,6.238,6.376,6.446,6.117,6.307,6.221,6.238,6.307
556,7.99498,6.186,6.117,6.359,6.255,6.152,6.394,6.325,6.204,6.446,6.636,6.186,6.67,6.826,6.307,6.186,6.169,6.255,6.394,6.67,6.117,6.255,6.255,6.359,6.428,6.134,6.325,6.204,6.204,6.29
557,8.08714,6.169,6.134,6.359,6.255,6.186,6.394,6.325,6.204,6.446,6.636,6.186,6.687,6.808,6.325,6.204,6.169,6.238,6.446,6.618,6.152,6.29,6.255,6.359,6.463,6.134,6.342,6.255,6.238,6.325
558,8.0641,6.169,6.134,6.376,6.255,6.169,6.376,6.29,6.221,6.428,6.636,6.169,6.653,6.808,6.307,6.186,6.204,6.238,6.446,6.584,6.134,6.273,6.255,6.394,6.463,6.117,6.342,6.238,6.221,6.325
559,8.04106,6.186,6.1,6.325,6.255,6.169,6.376,6.307,6.204,6.428,6.618,6.204,6.67,6.808,6.307,6.204,6.169,6.238,6.446,6.636,6.152,6.273,6.255,6.376,6.446,6.117,6.325,6.221,6.204,6.325
560,7.99498,6.204,6.117,6.307,6.255,6.169,6.359,6.325,6.186,6.446,6.826,6.204,6.705,6.791,6.325,6.169,6.186,6.221,6.446,6.653,6.134,6.307,6.255,6.376,6.428,6.134,6.342,6.221,6.204,6.307
561,7.97194,6.186,6.117,6.307,6.255,6.169,6.411,6.342,6.186,6.446,6.601,6.169,6.687,6.826,6.307,6.186,6.204,6.238,6.446,6.636,6.134,6.325,6.255,6.428,6.446,6.117,6.342,6.238,6.221,6.325
562,7.99498,6.186,6.1,6.307,6.255,6.186,6.411,6.307,6.204,6.446,6.618,6.204,6.653,6.791,6.307,6.186,6.186,6.221,6.446,6.618,6.117,6.221,6.29,6.376,6.428,6.117,6.325,6.186,6.204,6.29
563,7.99498,6.152,6.117,6.255,6.255,6.169,6.376,6.29,6.221,6.446,6.601,6.186,6.653,6.808,6.29,6.186,6.204,6.221,6.463,6.601,6.152,6.204,6.238,6.411,6.446,6.1,6.325,6.221,6.204,6.307
564,8.01802,6.169,6.117,6.325,6.255,6.186,6.376,6.325,6.238,6.428,6.618,6.186,6.67,6.791,6.307,6.186,6.169,6.221,6.48,6.618,6.134,6.221,6.238,6.394,6.497,6.117,6.325,6.238,6.204,6.307
565,7.97194,6.186,6.152,6.273,6.255,6.169,6.376,6.307,6.221,6.446,6.618,6.221,6.739,6.808,6.29,6.204,6.204,6.221,6.446,6.584,6.134,6.221,6.255,6.376,6.446,6.083,6.307,6.221,6.221,6.29
566,8.01802,6.169,6.1,6.29,6.273,6.186,6.411,6.325,6.238,6.428,6.618,6.204,6.687,6.826,6.29,6.186,6.169,6.238,6.497,6.618,6.134,6.204,6.238,6.376,6.446,6.1,6.307,6.238,6.204,6.325
567,7.99498,6.169,6.083,6.273,6.238,6.152,6.411,6.342,6.221,6.463,6.653,6.169,6.653,6.791,6.29,6.169,6.169,6.204,6.48,6.618,6.117,6.221,6.255,6.394,6.446,6.1,6.325,6.221,6.221,6.307
568,8.04106,6.186,6.134,6.29,6.273,6.169,6.376,6.359,6.204,6.428,6.653,6.186,6.653,6.791,6.325,6.204,6.152,6.255,6.446,6.636,6.134,6.204,6.273,6.359,6.497,6.117,6.307,6.238,6.255,6.325
569,7.99498,6.221,6.083,6.255,6.273,6.152,6.376,6.342,6.238,6.428,6.618,6.186,6.67,6.826,6.325,6.186,6.169,6.238,6.463,6.636,6.134,6.221,6.255,6.394,6.446,6.117,6.359,6.204,6.204,6.359
570,7.92586,6.204,6.1,6.238,6.255,6.169,6.376,6.307,6.186,6.446,6.687,6.169,6.687,6.86,6.325,6.186,6.169,6.255,6.446,6.636,6.117,6.221,6.255,6.359,6.446,6.152,6.307,6.273,6.221,6.307
571,7.99498,6.186,6.1,6.307,6.29,6.152,6.394,6.307,6.204,6.463,6.636,6.186,6.67,6.843,6.307,6.204,6.186,6.238,6.411,6.601,6.152,6.238,6.255,6.376,6.428,6.134,6.342,6.238,6.221,6.307
572,7.92586,6.186,6.1,6.255,6.238,6.186,6.376,6.325,6.221,6.446,6.636,6.169,6.67,6.791,6.325,6.204,6.134,6.221,6.428,6.636,6.1,6.273,6.255,6.394,6.446,6.1,6.342,6.221,6.221,6.307
573,7.97194,6.152,6.134,6.204,6.238,6.134,6.394,6.342,6.204,6.463,6.636,6.169,6.687,6.843,6.307,6.169,6.169,6.238,6.446,6.636,6.134,6.273,6.255,6.376,6.463,6.1,6.307,6.238,6.204,6.307
574,7.9489,6.221,6.1,6.204,6.238,6.152,6.394,6.325,6.204,6.428,6.653,6.204,6.687,6.826,6.307,6.186,6.169,6.238,6.48,6.636,6.152,6.29,6.238,6.376,6.463,6.1,6.325,6.238,6.204,6.307
575,8.01802,6.186,6.1,6.186,6.238,6.152,6.411,6.342,6.204,6.428,6.618,6.186,6.67,6.808,6.342,6.186,6.152,6.255,6.446,6.618,6.134,6.273,6.255,6.342,6.446,6.1,6.307,6.238,6.238,6.376
576,7.97194,6.186,6.1,6.29,6.238,6.169,6.376,6.325,6.186,6.463,6.636,6.186,6.67,6.826,6.325,6.169,6.186,6.255,6.446,6.601,6.169,6.255,6.273,6.376,6.463,6.083,6.307,6.204,6.221,6.325
577,8.01802,6.221,6.117,6.29,6.255,6.169,6.411,6.325,6.221,6.446,6.618,6.169,6.67,6.808,6.307,6.186,6.169,6.273,6.428,6.601,6.1,6.238,6.255,6.359,6.411,6.048,6.342,6.273,6.204,6.307
578,8.0641,6.221,6.117,6.238,6.238,6.169,6.411,6.307,6.204,6.463,6.618,6.169,6.687,6.791,6.325,6.186,6.169,6.307,6.446,6.601,6.1,6.325,6.238,6.359,6.463,6.065,6.307,6.255,6.204,6.307
579,7.99498,6.204,6.083,6.221,6.238,6.186,6.394,6.325,6.204,6.446,6.618,6.169,6.705,6.808,6.273,6.186,6.152,6.238,6.48,6.618,6.1,6.29,6.255,6.394,6.463,6.083,6.307,6.273,6.238,6.307
580,7.97194,6.186,6.117,6.238,6.238,6.152,6.394,6.325,6.238,6.446,6.618,6.169,6.67,6.826,6.307,6.204,6.186,6.221,6.446,6.584,6.1,6.29,6.238,6.411,6.446,6.117,6.29,6.221,6.238,6.29
581,7.97194,6.204,6.1,6.29,6.273,6.186,6.428,6.325,6.204,6.428,6.618,6.169,6.67,6.808,6.29,6.169,6.169,6.204,6.463,6.618,6.117,6.273,6.29,6.359,6.446,6.134,6.307,6.221,6.221,6.307
582,7.97194,6.204,6.083,6.29,6.273,6.152,6.394,6.325,6.204,6.446,6.618,6.169,6.687,6.791,6.29,6.186,6.152,6.238,6.428,6.653,6.134,6.307,6.273,6.376,6.463,6.152,6.307,6.221,6.238,6.307
583,7.90282,6.238,6.1,6.238,6.238,6.169,6.428,6.325,6.204,6.428,6.601,6.186,6.67,6.808,6.325,6.169,6.152,6.255,6.394,6.618,6.134,6.273,6.29,6.394,6.446,6.117,6.325,6.238,6.221,6.29
584,7.97194,6.204,6.117,6.204,6.255,6.152,6.411,6.307,6.204,6.48,6.618,6.186,6.687,6.86,6.29,6.204,6.152,6.221,6.411,6.636,6.152,6.238,6.238,6.359,6.446,6.117,6.307,6.238,6.238,6.29
585,7.9489,6.238,6.1,6.273,6.255,6.152,6.411,6.307,6.204,6.463,6.601,6.186,6.687,6.843,6.307,6.186,6.186,6.204,6.428,6.618,6.134,6.204,6.255,6.342,6.446,6.152,6.307,6.204,6.238,6.325
586,7.97194,6.186,6.1,6.29,6.238,6.169,6.411,6.325,6.221,6.428,6.618,6.186,6.67,6.826,6.325,6.169,6.152,6.221,6.411,6.618,6.134,6.221,6.255,6.376,6.428,6.117,6.325,6.221,6.238,6.29
587,7.9489,6.169,6.083,6.255,6.238,6.152,6.411,6.342,6.186,6.446,6.618,6.186,6.687,6.843,6.307,6.204,6.169,6.204,6.446,6.636,6.117,6.255,6.238,6.359,6.446,6.117,6.342,6.221,6.221,6.325
588,7.9489,6.204,6.065,6.169,6.255,6.152,6.411,6.307,6.186,6.428,6.618,6.186,6.687,6.826,6.307,6.238,6.152,6.221,6.463,6.636,6.134,6.255,6.273,6.394,6.428,6.152,6.307,6.238,6.221,6.307
589,7.9489,6.204,6.083,6.255,6.255,6.186,6.376,6.342,6.221,6.428,6.618,6.186,6.67,6.843,6.325,6.186,6.134,6.204,6.446,6.636,6.152,6.204,6.255,6.376,6.463,6.134,6.325,6.238,6.221,6.325
590,7.9489,6.186,6.1,6.307,6.238,6.169,6.411,6.359,6.204,6.428,6.584,6.186,6.67,6.843,6.307,6.186,6.152,6.238,6.463,6.618,6.134,6.221,6.238,6.359,6.446,6.134,6.307,6.238,6.221,6.307
591,7.92586,6.169,6.1,6.255,6.238,6.169,6.411,6.325,6.221,6.446,6.601,6.186,6.687,6.808,6.307,6.204,6.169,6.204,6.446,6.601,6.134,6.342,6.255,6.359,6.446,6.134,6.307,6.238,6.221,6.342
592,8.04106,6.204,6.083,6.273,6.255,6.169,6.376,6.307,6.204,6.428,6.618,6.204,6.67,6.843,6.29,6.186,6.186,6.255,6.446,6.636,6.134,6.273,6.273,6.376,6.446,6.117,6.342,6.273,6.255,6.325
593,7.9489,6.221,6.1,6.221,6.238,6.169,6.394,6.342,6.221,6.446,6.618,6.204,6.67,6.808,6.307,6.186,6.186,6.204,6.428,6.636,6.152,6.29,6.255,6.359,6.428,6.134,6.307,6.238,6.221,6.29
594,7.97194,6.204,6.1,6.221,6.238,6.186,6.411,6.325,6.204,6.411,6.618,6.169,6.67,6.843,6.307,6.169,6.169,6.238,6.428,6.618,6.152,6.307,6.238,6.325,6.428,6.117,6.29,6.238,6.238,6.325
595,7.9489,6.204,6.065,6.169,6.255,6.169,6.411,6.307,6.204,6.463,6.601,6.186,6.687,6.843,6.342,6.169,6.169,6.255,6.446,6.636,6.117,6.273,6.238,6.325,6.463,6.134,6.325,6.255,6.255,6.325
596,7.9489,6.186,6.1,6.186,6.238,6.169,6.411,6.325,6.221,6.428,6.618,6.186,6.705,6.808,6.307,6.186,6.152,6.255,6.463,6.618,6.152,6.273,6.255,6.376,6.446,6.134,6.307,6.221,6.221,6.307
597,8.01802,6.186,6.1,6.152,6.255,6.186,6.411,6.325,6.204,6.428,6.601,6.169,6.705,6.843,6.307,6.186,6.169,6.255,6.463,6.67,6.117,6.273,6.238,6.359,6.428,6.169,6.325,6.204,6.221,6.29
598,7.9489,6.186,6.1,6.255,6.238,6.169,6.411,6.376,6.221,6.428,6.618,6.186,6.705,6.843,6.307,6.204,6.169,6.29,6.48,6.653,6.1,6.255,6.255,6.394,6.48,6.152,6.29,6.221,6.221,6.29
599,7.9489,6.169,6.1,6.29,6.238,6.152,6.411,6.29,6.204,6.411,6.601,6.152,6.687,6.826,6.307,6.204,6.152,6.255,6.463,6.653,6.134,6.238,6.238,6.376,6.463,6.1,6.325,6.238,6.221,6.325
600,7.99498,6.186,6.1,6.29,6.273,6.152,6.411,6.29,6.221,6.428,6.601,6.169,6.653,6.843,6.307,6.169,6.169,6.221,6.497,6.67,6.152,6.204,6.255,6.359,6.446,6.1,6.342,6.238,6.255,6.325
601,7.97194,6.169,6.1,6.221,6.255,6.186,6.394,6.307,6.238,6.463,6.636,6.221,6.67,6.843,6.29,6.204,6.169,6.221,6.446,6.618,6.134,6.255,6.273,6.359,6.428,6.1,6.325,6.255,6.221,6.325
602,7.99498,6.204,6.083,6.169,6.273,6.186,6.446,6.29,6.238,6.411,6.601,6.186,6.67,6.826,6.325,6.186,6.169,6.221,6.446,6.618,6.152,6.255,6.255,6.376,6.463,6.083,6.325,6.204,6.221,6.29
603,7.97194,6.204,6.117,6.204,6.238,6.152,6.411,6.29,6.238,6.428,6.584,6.169,6.687,6.826,6.29,6.186,6.169,6.204,6.446,6.653,6.152,6.273,6.255,6.376,6.446,6.117,6.307,6.255,6.238,6.29
604,7.92586,6.169,6.134,6.238,6.255,6.186,6.376,6.307,6.204,6.463,6.601,6.169,6.67,6.791,6.29,6.169,6.204,6.204,6.446,6.636,6.134,6.273,6.238,6.376,6.428,6.1,6.325,6.221,6.221,6.307
605,7.99498,6.169,6.1,6.29,6.238,6.169,6.394,6.325,6.186,6.428,6.584,6.204,6.67,6.826,6.325,6.169,6.169,6.221,6.48,6.618,6.152,6.255,6.255,6.376,6.428,6.117,6.325,6.204,6.221,6.29
606,7.99498,6.169,6.065,6.238,6.255,6.134,6.376,6.29,6.221,6.428,6.601,6.204,6.687,6.808,6.29,6.186,6.204,6.204,6.446,6.653,6.117,6.255,6.273,6.359,6.446,6.134,6.29,6.221,6.221,6.307
607,7.9489,6.204,6.083,6.186,6.273,6.169,6.394,6.307,6.204,6.411,6.636,6.204,6.67,6.791,6.325,6.221,6.186,6.221,6.463,6.618,6.1,6.255,6.273,6.342,6.446,6.1,6.342,6.238,6.221,6.29
608,7.99498,6.221,6.1,6.238,6.238,6.169,6.428,6.29,6.204,6.446,6.618,6.169,6.687,6.826,6.325,6.186,6.204,6.186,6.48,6.636,6.169,6.29,6.273,6.359,6.446,6.134,6.29,6.238,6.221,6.307
609,7.9489,6.221,6.1,6.238,6.238,6.186,6.428,6.307,6.204,6.428,6.636,6.186,6.67,6.791,6.307,6.186,6.186,6.221,6.446,6.653,6.152,6.29,6.255,6.359,6.428,6.1,6.359,6.238,6.221,6.307
610,7.97194,6.186,6.1,6.186,6.255,6.169,6.428,6.29,6.221,6.411,6.601,6.169,6.687,6.808,6.307,6.186,6.169,6.186,6.48,6.636,6.134,6.29,6.238,6.359,6.446,6.117,6.307,6.221,6.238,6.29
611,7.99498,6.204,6.1,6.204,6.255,6.186,6.394,6.29,6.204,6.428,6.584,6.186,6.687,6.843,6.307,6.204,6.169,6.255,6.446,6.618,6.152,6.29,6.255,6.342,6.446,6.117,6.307,6.204,6.221,6.29
612,7.9489,6.204,6.1,6.255,6.29,6.186,6.394,6.342,6.204,6.411,6.618,6.186,6.705,6.826,6.307,6.169,6.186,6.221,6.446,6.601,6.117,6.273,6.273,6.376,6.463,6.134,6.325,6.238,6.204,6.307
613,7.99498,6.186,6.083,6.255,6.273,6.169,6.428,6.273,6.221,6.446,6.636,6.186,6.67,6.826,6.307,6.186,6.186,6.238,6.428,6.636,6.169,6.238,6.255,6.376,6.463,6.117,6.307,6.238,6.238,6.307
614,7.9489,6.186,6.117,6.152,6.255,6.186,6.411,6.307,6.204,6.428,6.601,6.186,6.653,6.826,6.307,6.186,6.186,6.204,6.48,6.584,6.134,6.255,6.238,6.359,6.428,6.134,6.307,6.238,6.238,6.307
615,7.97194,6.204,6.1,6.152,6.273,6.169,6.411,6.29,6.204,6.428,6.636,6.169,6.67,6.808,6.342,6.186,6.204,6.221,6.463,6.618,6.134,6.221,6.273,6.376,6.446,6.117,6.325,6.255,6.204,6.307
