TimeStamp,,,,TimeStamp,,,TimeStamp_45,Values_45
17:20:33.269 -> 78.2210.00,,,,20:33.3,->,,01:09.7,78.22
17:20:33.364 -> 78.2210.00,,,,20:33.4,->,,01:09.8,78.22
17:20:33.459 -> 78.2210.00,,,,20:33.5,->,,01:09.9,78.22
17:20:33.554 -> 78.2210.00,,,,20:33.6,->,,01:10.0,78.22
17:20:33.649 -> 78.2209.00,,,,20:33.6,->,,01:10.1,78.22
17:20:33.792 -> 76.2209.00,,,,20:33.8,->,,01:10.2,76.22
17:20:33.887 -> 76.2209.00,,,,20:33.9,->,,01:10.3,76.22
17:20:33.983 -> 76.2209.00,,,,20:34.0,->,,01:10.4,76.22
17:20:34.078 -> 76.2209.00,,,,20:34.1,->,,01:10.5,76.22
17:20:34.173 -> 76.2210.00,,,,20:34.2,->,,01:10.6,76.22
17:20:34.301 -> 78.2210.00,,,,20:34.3,->,,01:10.7,78.22
17:20:34.396 -> 78.2210.00,,,,20:34.4,->,,01:10.8,78.22
17:20:34.492 -> 78.2209.00,,,,20:34.5,->,,01:10.9,78.22
17:20:34.587 -> 76.2210.00,,,,20:34.6,->,,01:11.0,76.22
17:20:34.683 -> 78.2209.00,,,,20:34.7,->,,01:11.1,78.22
17:20:34.777 -> 76.2209.00,,,,20:34.8,->,,01:11.2,76.22
17:20:34.871 -> 76.2209.00,,,,20:34.9,->,,01:11.3,76.22
17:20:35.013 -> 76.2209.00,,,,20:35.0,->,,01:11.4,76.22
17:20:35.108 -> 76.2209.00,,,,20:35.1,->,,01:11.5,76.22
17:20:35.204 -> 76.2209.00,,,,20:35.2,->,,01:11.6,76.22
17:20:35.297 -> 76.2209.00,,,,20:35.3,->,,01:11.7,76.22
17:20:35.391 -> 76.2208.00,,,,20:35.4,->,,01:11.8,76.22
17:20:35.485 -> 74.3208.00,,,,20:35.5,->,,01:11.9,74.32
17:20:35.579 -> 74.3209.00,,,,20:35.6,->,,01:12.0,74.32
17:20:35.672 -> 76.2210.00,,,,20:35.7,->,,01:12.1,76.22
17:20:35.814 -> 78.2210.00,,,,20:35.8,->,,01:12.2,78.22
17:20:35.908 -> 78.2210.00,,,,20:35.9,->,,01:12.3,78.22
17:20:36.019 -> 78.2210.00,,,,20:36.0,->,,01:12.4,78.22
17:20:36.099 -> 78.2210.00,,,,20:36.1,->,,01:12.5,78.22
17:20:36.194 -> 78.2210.00,,,,20:36.2,->,,01:12.6,78.22
17:20:36.288 -> 78.2210.00,,,,20:36.3,->,,01:12.7,78.22
17:20:36.381 -> 78.2211.00,,,,20:36.4,->,,01:12.8,78.22
17:20:36.522 -> 80.1210.00,,,,20:36.5,->,,01:12.9,80.12
17:20:36.616 -> 78.2211.00,,,,20:36.6,->,,01:13.0,78.22
17:20:36.709 -> 80.1210.00,,,,20:36.7,->,,01:13.1,80.12
17:20:36.803 -> 78.2210.00,,,,20:36.8,->,,01:13.2,78.22
17:20:36.897 -> 78.2209.00,,,,20:36.9,->,,01:13.3,78.22
17:20:36.991 -> 76.2208.00,,,,20:37.0,->,,01:13.4,76.22
17:20:37.136 -> 74.3208.00,,,,20:37.1,->,,01:13.5,74.32
17:20:37.228 -> 74.3208.00,,,,20:37.2,->,,01:13.6,74.32
17:20:37.322 -> 74.3208.00,,,,20:37.3,->,,01:13.7,74.32
17:20:37.416 -> 74.3210.00,,,,20:37.4,->,,01:13.8,74.32
17:20:37.509 -> 78.2210.00,,,,20:37.5,->,,01:13.9,78.22
17:20:37.603 -> 78.2210.00,,,,20:37.6,->,,01:14.0,78.22
17:20:37.697 -> 78.2209.00,,,,20:37.7,->,,01:14.1,78.22
17:20:37.791 -> 76.2209.00,,,,20:37.8,->,,01:14.2,76.22
17:20:37.931 -> 76.2210.00,,,,20:37.9,->,,01:14.3,76.22
17:20:38.025 -> 78.2210.00,,,,20:38.0,->,,01:14.4,78.22
17:20:38.103 -> 78.2210.00,,,,20:38.1,->,,01:14.5,78.22
17:20:38.197 -> 78.2210.00,,,,20:38.2,->,,01:14.6,78.22
17:20:38.338 -> 78.2210.00,,,,20:38.3,->,,01:14.7,78.22
17:20:38.434 -> 78.2210.00,,,,20:38.4,->,,01:14.8,78.22
17:20:38.527 -> 78.2210.00,,,,20:38.5,->,,01:14.9,78.22
17:20:38.622 -> 78.2211.00,,,,20:38.6,->,,01:15.0,78.22
17:20:38.715 -> 80.1210.00,,,,20:38.7,->,,01:15.1,80.12
17:20:38.810 -> 78.2210.00,,,,20:38.8,->,,01:15.2,78.22
17:20:38.952 -> 78.2210.00,,,,20:39.0,->,,01:15.3,78.22
17:20:39.046 -> 78.2210.00,,,,20:39.0,->,,01:15.4,78.22
17:20:39.142 -> 78.2210.00,,,,20:39.1,->,,01:15.5,78.22
17:20:39.235 -> 78.2210.00,,,,20:39.2,->,,01:15.6,78.22
17:20:39.329 -> 78.2210.00,,,,20:39.3,->,,01:15.7,78.22
17:20:39.423 -> 78.2209.00,,,,20:39.4,->,,01:15.8,78.22
17:20:39.516 -> 76.2208.00,,,,20:39.5,->,,01:15.9,76.22
17:20:39.610 -> 74.3206.00,,,,20:39.6,->,,01:16.0,74.32
17:20:39.751 -> 70.3205.00,,,,20:39.8,->,,01:16.1,70.32
17:20:39.845 -> 68.4206.00,,,,20:39.8,->,,01:16.2,68.42
17:20:39.939 -> 70.3207.00,,,,20:39.9,->,,01:16.3,70.32
17:20:40.033 -> 72.3208.00,,,,20:40.0,->,,01:16.4,72.32
17:20:40.127 -> 74.3209.00,,,,20:40.1,->,,01:16.5,74.32
17:20:40.222 -> 76.2210.00,,,,20:40.2,->,,01:16.6,76.22
17:20:40.316 -> 78.2209.00,,,,20:40.3,->,,01:16.7,78.22
17:20:40.456 -> 76.2209.00,,,,20:40.5,->,,01:16.8,76.22
17:20:40.550 -> 76.2209.00,,,,20:40.6,->,,01:16.9,76.22
17:20:40.644 -> 76.2209.00,,,,20:40.6,->,,01:17.0,76.22
17:20:40.738 -> 76.2210.00,,,,20:40.7,->,,01:17.1,76.22
17:20:40.832 -> 78.2210.00,,,,20:40.8,->,,01:17.2,78.22
17:20:40.974 -> 78.2210.00,,,,20:41.0,->,,01:17.3,78.22
17:20:41.069 -> 78.2210.00,,,,20:41.1,->,,01:17.4,78.22
17:20:41.165 -> 78.2210.00,,,,20:41.2,->,,01:17.5,78.22
17:20:41.259 -> 78.2210.00,,,,20:41.3,->,,01:17.6,78.22
17:20:41.353 -> 78.2210.00,,,,20:41.4,->,,01:17.7,78.22
17:20:41.447 -> 78.2211.00,,,,20:41.4,->,,01:17.8,78.22
17:20:41.540 -> 80.1211.00,,,,20:41.5,->,,01:17.9,80.12
17:20:41.634 -> 80.1211.00,,,,20:41.6,->,,01:18.0,80.12
17:20:41.728 -> 80.1212.00,,,,20:41.7,->,,01:18.1,80.12
17:20:41.868 -> 82.1212.00,,,,20:41.9,->,,01:18.2,82.12
17:20:41.962 -> 82.1211.00,,,,20:42.0,->,,01:18.3,82.12
17:20:42.058 -> 80.1210.00,,,,20:42.1,->,,01:18.4,80.12
17:20:42.152 -> 78.2210.00,,,,20:42.2,->,,01:18.5,78.22
17:20:42.247 -> 78.2208.00,,,,20:42.2,->,,01:18.6,78.22
17:20:42.342 -> 74.3208.00,,,,20:42.3,->,,01:18.7,74.32
17:20:42.482 -> 74.3210.00,,,,20:42.5,->,,01:18.8,74.32
17:20:42.578 -> 78.2210.00,,,,20:42.6,->,,01:18.9,78.22
17:20:42.672 -> 78.2210.00,,,,20:42.7,->,,01:19.0,78.22
17:20:42.766 -> 78.2210.00,,,,20:42.8,->,,01:19.1,78.22
17:20:42.865 -> 78.2210.00,,,,20:42.9,->,,01:19.2,78.22
17:20:42.957 -> 78.2210.00,,,,20:43.0,->,,01:19.3,78.22
17:20:43.050 -> 78.2210.00,,,,20:43.1,->,,01:19.4,78.22
17:20:43.192 -> 78.2210.00,,,,20:43.2,->,,01:19.5,78.22
17:20:43.287 -> 78.2210.00,,,,20:43.3,->,,01:19.6,78.22
17:20:43.381 -> 78.2209.00,,,,20:43.4,->,,01:19.7,78.22
17:20:43.477 -> 76.2210.00,,,,20:43.5,->,,01:19.8,76.22
17:20:43.572 -> 78.2209.00,,,,20:43.6,->,,01:19.9,78.22
17:20:43.666 -> 76.2210.00,,,,20:43.7,->,,01:20.0,76.22
17:20:43.762 -> 78.2209.00,,,,20:43.8,->,,01:20.1,78.22
17:20:43.858 -> 76.2210.00,,,,20:43.9,->,,01:20.2,76.22
17:20:44.000 -> 78.2209.00,,,,20:44.0,->,,01:20.3,78.22
17:20:44.081 -> 76.2209.00,,,,20:44.1,->,,01:20.4,76.22
17:20:44.168 -> 76.2209.00,,,,20:44.2,->,,01:20.5,76.22
17:20:44.289 -> 76.2210.00,,,,20:44.3,->,,01:20.6,76.22
17:20:44.384 -> 78.2210.00,,,,20:44.4,->,,01:20.7,78.22
17:20:44.481 -> 78.2211.00,,,,20:44.5,->,,01:20.8,78.22
17:20:44.575 -> 80.1211.00,,,,20:44.6,->,,01:20.9,80.12
17:20:44.670 -> 80.1211.00,,,,20:44.7,->,,01:21.0,80.12
17:20:44.766 -> 80.1210.00,,,,20:44.8,->,,01:21.1,80.12
17:20:44.893 -> 78.2210.00,,,,20:44.9,->,,01:21.2,78.22
17:20:44.988 -> 78.2209.00,,,,20:45.0,->,,01:21.3,78.22
17:20:45.083 -> 76.2209.00,,,,20:45.1,->,,01:21.4,76.22
17:20:45.177 -> 76.2208.00,,,,20:45.2,->,,01:21.5,76.22
17:20:45.272 -> 74.3209.00,,,,20:45.3,->,,01:21.6,74.32
17:20:45.416 -> 76.2209.00,,,,20:45.4,->,,01:21.7,76.22
17:20:45.511 -> 76.2209.00,,,,20:45.5,->,,01:21.8,76.22
17:20:45.606 -> 76.2209.00,,,,20:45.6,->,,01:21.9,76.22
17:20:45.700 -> 76.2210.00,,,,20:45.7,->,,01:22.0,76.22
17:20:45.796 -> 78.2210.00,,,,20:45.8,->,,01:22.1,78.22
17:20:45.890 -> 78.2210.00,,,,20:45.9,->,,01:22.2,78.22
17:20:45.984 -> 78.2209.00,,,,20:46.0,->,,01:22.3,78.22
17:20:46.080 -> 76.2211.00,,,,20:46.1,->,,01:22.4,76.22
17:20:46.207 -> 80.1210.00,,,,20:46.2,->,,01:22.5,80.12
17:20:46.301 -> 78.2210.00,,,,20:46.3,->,,01:22.6,78.22
17:20:46.395 -> 78.2210.00,,,,20:46.4,->,,01:22.7,78.22
17:20:46.492 -> 78.2209.00,,,,20:46.5,->,,01:22.8,78.22
17:20:46.588 -> 76.2209.00,,,,20:46.6,->,,01:22.9,76.22
17:20:46.681 -> 76.2210.00,,,,20:46.7,->,,01:23.0,76.22
17:20:46.808 -> 78.2209.00,,,,20:46.8,->,,01:23.1,78.22
17:20:46.903 -> 76.2209.00,,,,20:46.9,->,,01:23.2,76.22
17:20:46.997 -> 76.2210.00,,,,20:47.0,->,,01:23.3,76.22
17:20:47.124 -> 78.2210.00,,,,20:47.1,->,,01:23.4,78.22
17:20:47.219 -> 78.2210.00,,,,20:47.2,->,,01:23.5,78.22
17:20:47.314 -> 78.2210.00,,,,20:47.3,->,,01:23.6,78.22
17:20:47.413 -> 78.2210.00,,,,20:47.4,->,,01:23.7,78.22
17:20:47.505 -> 78.2210.00,,,,20:47.5,->,,01:23.8,78.22
17:20:47.600 -> 78.2211.00,,,,20:47.6,->,,01:23.9,78.22
17:20:47.695 -> 80.1210.00,,,,20:47.7,->,,01:24.0,80.12
17:20:47.852 -> 78.2210.00,,,,20:47.9,->,,01:24.1,78.22
17:20:47.931 -> 78.2210.00,,,,20:47.9,->,,01:24.2,78.22
17:20:48.026 -> 78.2209.00,,,,20:48.0,->,,01:24.3,78.22
17:20:48.122 -> 76.2210.00,,,,20:48.1,->,,01:24.4,76.22
17:20:48.217 -> 78.2209.00,,,,20:48.2,->,,01:24.5,78.22
17:20:48.315 -> 76.2210.00,,,,20:48.3,->,,01:24.6,76.22
17:20:48.407 -> 78.2210.00,,,,20:48.4,->,,01:24.7,78.22
17:20:48.502 -> 78.2210.00,,,,20:48.5,->,,01:24.8,78.22
17:20:48.644 -> 78.2210.00,,,,20:48.6,->,,01:24.9,78.22
17:20:48.740 -> 78.2210.00,,,,20:48.7,->,,01:25.0,78.22
17:20:48.835 -> 78.2211.00,,,,20:48.8,->,,01:25.1,78.22
17:20:48.930 -> 80.1210.00,,,,20:48.9,->,,01:25.2,80.12
17:20:49.024 -> 78.2210.00,,,,20:49.0,->,,01:25.3,78.22
17:20:49.120 -> 78.2210.00,,,,20:49.1,->,,01:25.4,78.22
17:20:49.214 -> 78.2209.00,,,,20:49.2,->,,01:25.5,78.22
17:20:49.309 -> 76.2209.00,,,,20:49.3,->,,01:25.6,76.22
17:20:49.452 -> 76.2209.00,,,,20:49.5,->,,01:25.7,76.22
17:20:49.547 -> 76.2208.00,,,,20:49.5,->,,01:25.8,76.22
17:20:49.642 -> 74.3208.00,,,,20:49.6,->,,01:25.9,74.32
17:20:49.736 -> 74.3208.00,,,,20:49.7,->,,01:26.0,74.32
17:20:49.831 -> 74.3208.00,,,,20:49.8,->,,01:26.1,74.32
17:20:49.927 -> 74.3209.00,,,,20:49.9,->,,01:26.2,74.32
17:20:50.022 -> 76.2209.00,,,,20:50.0,->,,01:26.3,76.22
17:20:50.118 -> 76.2209.00,,,,20:50.1,->,,01:26.4,76.22
17:20:50.261 -> 76.2210.00,,,,20:50.3,->,,01:26.5,76.22
17:20:50.356 -> 78.2209.00,,,,20:50.4,->,,01:26.6,78.22
17:20:50.452 -> 76.2211.00,,,,20:50.5,->,,01:26.7,76.22
17:20:50.548 -> 80.1210.00,,,,20:50.5,->,,01:26.8,80.12
17:20:50.643 -> 78.2210.00,,,,20:50.6,->,,01:26.9,78.22
17:20:50.738 -> 78.2210.00,,,,20:50.7,->,,01:27.0,78.22
17:20:50.832 -> 78.2210.00,,,,20:50.8,->,,01:27.1,78.22
17:20:50.927 -> 78.2210.00,,,,20:50.9,->,,01:27.2,78.22
17:20:51.069 -> 78.2208.00,,,,20:51.1,->,,01:27.3,78.22
17:20:51.163 -> 74.3207.00,,,,20:51.2,->,,01:27.4,74.32
17:20:51.258 -> 72.3204.00,,,,20:51.3,->,,01:27.5,72.32
17:20:51.352 -> 66.4206.00,,,,20:51.4,->,,01:27.6,66.42
17:20:51.447 -> 70.3209.00,,,,20:51.4,->,,01:27.7,70.32
17:20:51.542 -> 76.2210.00,,,,20:51.5,->,,01:27.8,76.22
17:20:51.637 -> 78.2209.00,,,,20:51.6,->,,01:27.9,78.22
17:20:51.732 -> 76.2209.00,,,,20:51.7,->,,01:28.0,76.22
17:20:51.874 -> 76.2208.00,,,,20:51.9,->,,01:28.1,76.22
17:20:51.969 -> 74.3205.00,,,,20:52.0,->,,01:28.2,74.32
17:20:52.065 -> 68.4207.00,,,,20:52.1,->,,01:28.3,68.42
17:20:52.160 -> 72.3209.00,,,,20:52.2,->,,01:28.4,72.32
17:20:52.254 -> 76.2209.00,,,,20:52.3,->,,01:28.5,76.22
17:20:52.349 -> 76.2209.00,,,,20:52.3,->,,01:28.6,76.22
17:20:52.477 -> 76.2209.00,,,,20:52.5,->,,01:28.7,76.22
17:20:52.559 -> 76.2210.00,,,,20:52.6,->,,01:28.8,76.22
17:20:52.651 -> 78.2209.00,,,,20:52.7,->,,01:28.9,78.22
17:20:52.745 -> 76.2210.00,,,,20:52.7,->,,01:29.0,76.22
17:20:52.841 -> 78.2210.00,,,,20:52.8,->,,01:29.1,78.22
17:20:52.983 -> 78.2210.00,,,,20:53.0,->,,01:29.2,78.22
17:20:53.078 -> 78.2209.00,,,,20:53.1,->,,01:29.3,78.22
17:20:53.173 -> 76.2209.00,,,,20:53.2,->,,01:29.4,76.22
17:20:53.268 -> 76.2208.00,,,,20:53.3,->,,01:29.5,76.22
17:20:53.363 -> 74.3208.00,,,,20:53.4,->,,01:29.6,74.32
17:20:53.459 -> 74.3208.00,,,,20:53.5,->,,01:29.7,74.32
17:20:53.554 -> 74.3208.00,,,,20:53.6,->,,01:29.8,74.32
17:20:53.698 -> 74.3208.00,,,,20:53.7,->,,01:29.9,74.32
17:20:53.778 -> 74.3209.00,,,,20:53.8,->,,01:30.0,74.32
17:20:53.873 -> 76.2209.00,,,,20:53.9,->,,01:30.1,76.22
17:20:53.969 -> 76.2209.00,,,,20:54.0,->,,01:30.2,76.22
17:20:54.064 -> 76.2209.00,,,,20:54.1,->,,01:30.3,76.22
17:20:54.158 -> 76.2210.00,,,,20:54.2,->,,01:30.4,76.22
17:20:54.299 -> 78.2210.00,,,,20:54.3,->,,01:30.5,78.22
17:20:54.393 -> 78.2210.00,,,,20:54.4,->,,01:30.6,78.22
17:20:54.488 -> 78.2209.00,,,,20:54.5,->,,01:30.7,78.22
17:20:54.583 -> 76.2210.00,,,,20:54.6,->,,01:30.8,76.22
17:20:54.678 -> 78.2209.00,,,,20:54.7,->,,01:30.9,78.22
17:20:54.773 -> 76.2209.00,,,,20:54.8,->,,01:31.0,76.22
17:20:54.867 -> 76.2211.00,,,,20:54.9,->,,01:31.1,76.22
17:20:54.962 -> 80.1209.00,,,,20:55.0,->,,01:31.2,80.12
17:20:55.105 -> 76.2210.00,,,,20:55.1,->,,01:31.3,76.22
17:20:55.200 -> 78.2209.00,,,,20:55.2,->,,01:31.4,78.22
17:20:55.295 -> 76.2209.00,,,,20:55.3,->,,01:31.5,76.22
17:20:55.392 -> 76.2210.00,,,,20:55.4,->,,01:31.6,76.22
17:20:55.486 -> 78.2211.00,,,,20:55.5,->,,01:31.7,78.22
17:20:55.580 -> 80.1210.00,,,,20:55.6,->,,01:31.8,80.12
17:20:55.675 -> 78.2211.00,,,,20:55.7,->,,01:31.9,78.22
17:20:55.770 -> 80.1211.00,,,,20:55.8,->,,01:32.0,80.12
17:20:55.912 -> 80.1212.00,,,,20:55.9,->,,01:32.1,80.12
17:20:56.008 -> 82.1211.00,,,,20:56.0,->,,01:32.2,82.12
17:20:56.103 -> 80.1211.00,,,,20:56.1,->,,01:32.3,80.12
17:20:56.198 -> 80.1211.00,,,,20:56.2,->,,01:32.4,80.12
17:20:56.293 -> 80.1210.00,,,,20:56.3,->,,01:32.5,80.12
17:20:56.388 -> 78.2209.00,,,,20:56.4,->,,01:32.6,78.22
17:20:56.483 -> 76.2209.00,,,,20:56.5,->,,01:32.7,76.22
17:20:56.625 -> 76.2209.00,,,,20:56.6,->,,01:32.8,76.22
17:20:56.719 -> 76.2210.00,,,,20:56.7,->,,01:32.9,76.22
17:20:56.828 -> 78.2209.00,,,,20:56.8,->,,01:33.0,78.22
17:20:56.907 -> 76.2210.00,,,,20:56.9,->,,01:33.1,76.22
17:20:57.000 -> 78.2210.00,,,,20:57.0,->,,01:33.2,78.22
17:20:57.095 -> 78.2209.00,,,,20:57.1,->,,01:33.3,78.22
17:20:57.191 -> 76.2209.00,,,,20:57.2,->,,01:33.4,76.22
17:20:57.302 -> 76.2209.00,,,,20:57.3,->,,01:33.5,76.22
17:20:57.396 -> 76.2209.00,,,,20:57.4,->,,01:33.6,76.22
17:20:57.492 -> 76.2209.00,,,,20:57.5,->,,01:33.7,76.22
17:20:57.587 -> 76.2209.00,,,,20:57.6,->,,01:33.8,76.22
17:20:57.731 -> 76.2210.00,,,,20:57.7,->,,01:33.9,76.22
17:20:57.825 -> 78.2209.00,,,,20:57.8,->,,01:34.0,78.22
17:20:57.920 -> 76.2210.00,,,,20:57.9,->,,01:34.1,76.22
17:20:58.016 -> 78.2210.00,,,,20:58.0,->,,01:34.2,78.22
17:20:58.110 -> 78.2209.00,,,,20:58.1,->,,01:34.3,78.22
17:20:58.190 -> 76.2210.00,,,,20:58.2,->,,01:34.4,76.22
17:20:58.334 -> 78.2210.00,,,,20:58.3,->,,01:34.5,78.22
17:20:58.429 -> 78.2210.00,,,,20:58.4,->,,01:34.6,78.22
17:20:58.525 -> 78.2211.00,,,,20:58.5,->,,01:34.7,78.22
17:20:58.619 -> 80.1211.00,,,,20:58.6,->,,01:34.8,80.12
17:20:58.714 -> 80.1211.00,,,,20:58.7,->,,01:34.9,80.12
17:20:58.855 -> 80.1210.00,,,,20:58.9,->,,01:35.0,80.12
17:20:58.903 -> 78.2211.00,,,,20:58.9,->,,01:35.1,78.22
17:20:59.045 -> 80.1210.00,,,,20:59.0,->,,01:35.2,80.12
17:20:59.141 -> 78.2210.00,,,,20:59.1,->,,01:35.3,78.22
17:20:59.237 -> 78.2210.00,,,,20:59.2,->,,01:35.4,78.22
17:20:59.332 -> 78.2209.00,,,,20:59.3,->,,01:35.5,78.22
17:20:59.428 -> 76.2210.00,,,,20:59.4,->,,01:35.6,76.22
17:20:59.523 -> 78.2210.00,,,,20:59.5,->,,01:35.7,78.22
17:20:59.620 -> 78.2209.00,,,,20:59.6,->,,01:35.8,78.22
17:20:59.714 -> 76.2209.00,,,,20:59.7,->,,01:35.9,76.22
17:20:59.856 -> 76.2210.00,,,,20:59.9,->,,01:36.0,76.22
17:20:59.951 -> 78.2211.00,,,,21:00.0,->,,01:36.1,78.22
17:21:00.048 -> 80.1210.00,,,,21:00.0,->,,01:36.2,80.12
17:21:00.144 -> 78.2210.00,,,,21:00.1,->,,01:36.3,78.22
17:21:00.239 -> 78.2210.00,,,,21:00.2,->,,01:36.4,78.22
17:21:00.334 -> 78.2209.00,,,,21:00.3,->,,01:36.5,78.22
17:21:00.429 -> 76.2209.00,,,,21:00.4,->,,01:36.6,76.22
17:21:00.526 -> 76.2210.00,,,,21:00.5,->,,01:36.7,76.22
17:21:00.621 -> 78.2209.00,,,,21:00.6,->,,01:36.8,78.22
17:21:00.717 -> 76.2209.00,,,,21:00.7,->,,01:36.9,76.22
17:21:00.860 -> 76.2209.00,,,,21:00.9,->,,01:37.0,76.22
17:21:00.955 -> 76.2209.00,,,,21:01.0,->,,01:37.1,76.22
17:21:01.049 -> 76.2210.00,,,,21:01.0,->,,01:37.2,76.22
17:21:01.143 -> 78.2209.00,,,,21:01.1,->,,01:37.3,78.22
17:21:01.238 -> 76.2209.00,,,,21:01.2,->,,01:37.4,76.22
17:21:01.334 -> 76.2210.00,,,,21:01.3,->,,01:37.5,76.22
17:21:01.429 -> 78.2210.00,,,,21:01.4,->,,01:37.6,78.22
17:21:01.524 -> 78.2210.00,,,,21:01.5,->,,01:37.7,78.22
17:21:01.651 -> 78.2211.00,,,,21:01.7,->,,01:37.8,78.22
17:21:01.746 -> 80.1211.00,,,,21:01.7,->,,01:37.9,80.12
17:21:01.840 -> 80.1211.00,,,,21:01.8,->,,01:38.0,80.12
17:21:01.935 -> 80.1211.00,,,,21:01.9,->,,01:38.1,80.12
17:21:02.030 -> 80.1211.00,,,,21:02.0,->,,01:38.2,80.12
17:21:02.172 -> 80.1210.00,,,,21:02.2,->,,01:38.3,80.12
17:21:02.267 -> 78.2209.00,,,,21:02.3,->,,01:38.4,78.22
17:21:02.362 -> 76.2209.00,,,,21:02.4,->,,01:38.5,76.22
17:21:02.457 -> 76.2209.00,,,,21:02.5,->,,01:38.6,76.22
17:21:02.552 -> 76.2210.00,,,,21:02.6,->,,01:38.7,76.22
17:21:02.647 -> 78.2209.00,,,,21:02.6,->,,01:38.8,78.22
17:21:02.741 -> 76.2210.00,,,,21:02.7,->,,01:38.9,76.22
17:21:02.869 -> 78.2210.00,,,,21:02.9,->,,01:39.0,78.22
17:21:02.963 -> 78.2210.00,,,,21:03.0,->,,01:39.1,78.22
17:21:03.058 -> 78.2210.00,,,,21:03.1,->,,01:39.2,78.22
17:21:03.153 -> 78.2210.00,,,,21:03.2,->,,01:39.3,78.22
17:21:03.247 -> 78.2210.00,,,,21:03.2,->,,01:39.4,78.22
17:21:03.343 -> 78.2210.00,,,,21:03.3,->,,01:39.5,78.22
17:21:03.485 -> 78.2210.00,,,,21:03.5,->,,01:39.6,78.22
17:21:03.580 -> 78.2209.00,,,,21:03.6,->,,01:39.7,78.22
17:21:03.674 -> 76.2209.00,,,,21:03.7,->,,01:39.8,76.22
17:21:03.774 -> 76.2209.00,,,,21:03.8,->,,01:39.9,76.22
17:21:03.865 -> 76.2210.00,,,,21:03.9,->,,01:40.0,76.22
17:21:03.960 -> 78.2211.00,,,,21:04.0,->,,01:40.1,78.22
17:21:04.054 -> 80.1210.00,,,,21:04.1,->,,01:40.2,80.12
17:21:04.196 -> 78.2211.00,,,,21:04.2,->,,01:40.3,78.22
17:21:04.292 -> 80.1212.00,,,,21:04.3,->,,01:40.4,80.12
17:21:04.385 -> 82.1211.00,,,,21:04.4,->,,01:40.5,82.12
17:21:04.481 -> 80.1211.00,,,,21:04.5,->,,01:40.6,80.12
17:21:04.576 -> 80.1209.00,,,,21:04.6,->,,01:40.7,80.12
17:21:04.671 -> 76.2207.00,,,,21:04.7,->,,01:40.8,76.22
17:21:04.768 -> 72.3207.00,,,,21:04.8,->,,01:40.9,72.32
17:21:04.878 -> 72.3208.00,,,,21:04.9,->,,01:41.0,72.32
17:21:05.004 -> 74.3209.00,,,,21:05.0,->,,01:41.1,74.32
17:21:05.099 -> 76.2210.00,,,,21:05.1,->,,01:41.2,76.22
17:21:05.194 -> 78.2210.00,,,,21:05.2,->,,01:41.3,78.22
17:21:05.305 -> 78.2210.00,,,,21:05.3,->,,01:41.4,78.22
17:21:05.398 -> 78.2210.00,,,,21:05.4,->,,01:41.5,78.22
17:21:05.493 -> 78.2210.00,,,,21:05.5,->,,01:41.6,78.22
17:21:05.587 -> 78.2211.00,,,,21:05.6,->,,01:41.7,78.22
17:21:05.684 -> 80.1210.00,,,,21:05.7,->,,01:41.8,80.12
17:21:05.777 -> 78.2210.00,,,,21:05.8,->,,01:41.9,78.22
17:21:05.872 -> 78.2210.00,,,,21:05.9,->,,01:42.0,78.22
17:21:06.014 -> 78.2210.00,,,,21:06.0,->,,01:42.1,78.22
17:21:06.109 -> 78.2210.00,,,,21:06.1,->,,01:42.2,78.22
17:21:06.204 -> 78.2209.00,,,,21:06.2,->,,01:42.3,78.22
17:21:06.298 -> 76.2210.00,,,,21:06.3,->,,01:42.4,76.22
17:21:06.394 -> 78.2210.00,,,,21:06.4,->,,01:42.5,78.22
17:21:06.488 -> 78.2210.00,,,,21:06.5,->,,01:42.6,78.22
17:21:06.584 -> 78.2210.00,,,,21:06.6,->,,01:42.7,78.22
17:21:06.695 -> 78.2211.00,,,,21:06.7,->,,01:42.8,78.22
17:21:06.790 -> 80.1211.00,,,,21:06.8,->,,01:42.9,80.12
17:21:06.885 -> 80.1210.00,,,,21:06.9,->,,01:43.0,80.12
17:21:06.997 -> 78.2211.00,,,,21:07.0,->,,01:43.1,78.22
17:21:07.092 -> 80.1211.00,,,,21:07.1,->,,01:43.2,80.12
17:21:07.184 -> 80.1211.00,,,,21:07.2,->,,01:43.3,80.12
17:21:07.325 -> 80.1211.00,,,,21:07.3,->,,01:43.4,80.12
17:21:07.420 -> 80.1211.00,,,,21:07.4,->,,01:43.5,80.12
17:21:07.514 -> 80.1211.00,,,,21:07.5,->,,01:43.6,80.12
17:21:07.624 -> 80.1209.00,,,,21:07.6,->,,01:43.7,80.12
17:21:07.719 -> 76.2208.00,,,,21:07.7,->,,01:43.8,76.22
17:21:07.814 -> 74.3210.00,,,,21:07.8,->,,01:43.9,74.32
17:21:07.909 -> 78.2210.00,,,,21:07.9,->,,01:44.0,78.22
17:21:08.003 -> 78.2210.00,,,,21:08.0,->,,01:44.1,78.22
17:21:08.098 -> 78.2211.00,,,,21:08.1,->,,01:44.2,78.22
17:21:08.192 -> 80.1210.00,,,,21:08.2,->,,01:44.3,80.12
17:21:08.340 -> 78.2209.00,,,,21:08.3,->,,01:44.4,78.22
17:21:08.428 -> 76.2210.00,,,,21:08.4,->,,01:44.5,76.22
