TimeStamp,Unit,,,TimeStamp,,Values_N,,TimeStamp,TimeStamp_N
14:20:21.656 -> 89.9,kPa,,,20:21.7,->,89.9,,01:00.8,01:00.8
14:20:21.750 -> 91.8,kPa,,,20:21.8,->,91.8,,01:00.9,01:00.9
14:20:21.844 -> 93.8,kPa,,,20:21.8,->,93.8,,01:01.0,01:01.0
14:20:21.956 -> 93.8,kPa,,,20:22.0,->,93.8,,01:01.1,01:01.1
14:20:22.050 -> 93.8,kPa,,,20:22.1,->,93.8,,01:01.2,01:01.2
14:20:22.145 -> 95.7,kPa,,,20:22.1,->,95.7,,01:01.3,01:01.3
14:20:22.240 -> 97.7,kPa,,,20:22.2,->,97.7,,01:01.4,01:01.4
14:20:22.334 -> 97.7,kPa,,,20:22.3,->,97.7,,01:01.5,01:01.5
14:20:22.428 -> 91.8,kPa,,,20:22.4,->,91.8,,01:01.6,01:01.6
14:20:22.523 -> 89.9,kPa,,,20:22.5,->,89.9,,01:01.7,01:01.7
14:20:22.627 -> 87.9,kPa,,,20:22.6,->,87.9,,01:01.8,01:01.8
14:20:22.713 -> 87.9,kPa,,,20:22.7,->,87.9,,01:01.9,01:01.9
14:20:22.855 -> 86.0,kPa,,,20:22.9,->,86,,01:02.0,01:02.0
14:20:22.950 -> 84.0,kPa,,,20:22.9,->,84,,01:02.1,01:02.1
14:20:23.045 -> 80.1,kPa,,,20:23.0,->,80.1,,01:02.2,01:02.2
14:20:23.140 -> 78.2,kPa,,,20:23.1,->,78.2,,01:02.3,01:02.3
14:20:23.235 -> 78.2,kPa,,,20:23.2,->,78.2,,01:02.4,01:02.4
14:20:23.329 -> 74.3,kPa,,,20:23.3,->,74.3,,01:02.5,01:02.5
14:20:23.424 -> 70.3,kPa,,,20:23.4,->,70.3,,01:02.6,01:02.6
14:20:23.566 -> 64.5,kPa,,,20:23.6,->,64.5,,01:02.7,01:02.7
14:20:23.661 -> 60.6,kPa,,,20:23.7,->,60.6,,01:02.8,01:02.8
14:20:23.755 -> 58.6,kPa,,,20:23.8,->,58.6,,01:02.9,01:02.9
14:20:23.850 -> 54.7,kPa,,,20:23.9,->,54.7,,01:03.0,01:03.0
14:20:23.954 -> 50.8,kPa,,,20:24.0,->,50.8,,01:03.1,01:03.1
14:20:24.041 -> 48.9,kPa,,,20:24.0,->,48.9,,01:03.2,01:03.2
14:20:24.135 -> 46.9,kPa,,,20:24.1,->,46.9,,01:03.3,01:03.3
14:20:24.229 -> 48.9,kPa,,,20:24.2,->,48.9,,01:03.4,01:03.4
14:20:24.371 -> 52.8,kPa,,,20:24.4,->,52.8,,01:03.5,01:03.5
14:20:24.434 -> 60.6,kPa,,,20:24.4,->,60.6,,01:03.6,01:03.6
14:20:24.530 -> 68.4,kPa,,,20:24.5,->,68.4,,01:03.7,01:03.7
14:20:24.671 -> 74.3,kPa,,,20:24.7,->,74.3,,01:03.8,01:03.8
14:20:24.779 -> 82.1,kPa,,,20:24.8,->,82.1,,01:03.9,01:03.9
14:20:24.839 -> 87.9,kPa,,,20:24.8,->,87.9,,01:04.0,01:04.0
14:20:24.940 -> 93.8,kPa,,,20:24.9,->,93.8,,01:04.1,01:04.1
14:20:25.034 -> 95.7,kPa,,,20:25.0,->,95.7,,01:04.2,01:04.2
14:20:25.177 -> 97.7,kPa,,,20:25.2,->,97.7,,01:04.3,01:04.3
14:20:25.272 -> 97.7,kPa,,,20:25.3,->,97.7,,01:04.4,01:04.4
14:20:25.351 -> 97.7,kPa,,,20:25.4,->,97.7,,01:04.5,01:04.5
14:20:25.446 -> 97.7,kPa,,,20:25.4,->,97.7,,01:04.6,01:04.6
14:20:25.541 -> 97.7,kPa,,,20:25.5,->,97.7,,01:04.7,01:04.7
14:20:25.639 -> 97.7,kPa,,,20:25.6,->,97.7,,01:04.8,01:04.8
14:20:25.777 -> 99.6,kPa,,,20:25.8,->,99.6,,01:04.9,01:04.9
14:20:25.871 -> 97.7,kPa,,,20:25.9,->,97.7,,01:05.0,01:05.0
14:20:25.966 -> 97.7,kPa,,,20:26.0,->,97.7,,01:05.1,01:05.1
14:20:26.045 -> 97.7,kPa,,,20:26.0,->,97.7,,01:05.2,01:05.2
14:20:26.139 -> 97.7,kPa,,,20:26.1,->,97.7,,01:05.3,01:05.3
14:20:26.255 -> 97.7,kPa,,,20:26.3,->,97.7,,01:05.4,01:05.4
14:20:26.360 -> 95.7,kPa,,,20:26.4,->,95.7,,01:05.5,01:05.5
14:20:26.455 -> 95.7,kPa,,,20:26.5,->,95.7,,01:05.6,01:05.6
14:20:26.549 -> 97.7,kPa,,,20:26.5,->,97.7,,01:05.7,01:05.7
14:20:26.676 -> 97.7,kPa,,,20:26.7,->,97.7,,01:05.8,01:05.8
14:20:26.771 -> 97.7,kPa,,,20:26.8,->,97.7,,01:05.9,01:05.9
14:20:26.866 -> 95.7,kPa,,,20:26.9,->,95.7,,01:06.0,01:06.0
14:20:26.960 -> 95.7,kPa,,,20:27.0,->,95.7,,01:06.1,01:06.1
14:20:27.054 -> 93.8,kPa,,,20:27.1,->,93.8,,01:06.2,01:06.2
14:20:27.148 -> 93.8,kPa,,,20:27.1,->,93.8,,01:06.3,01:06.3
14:20:27.243 -> 93.8,kPa,,,20:27.2,->,93.8,,01:06.4,01:06.4
14:20:27.385 -> 93.8,kPa,,,20:27.4,->,93.8,,01:06.5,01:06.5
14:20:27.479 -> 93.8,kPa,,,20:27.5,->,93.8,,01:06.6,01:06.6
14:20:27.575 -> 95.7,kPa,,,20:27.6,->,95.7,,01:06.7,01:06.7
14:20:27.669 -> 95.7,kPa,,,20:27.7,->,95.7,,01:06.8,01:06.8
14:20:27.763 -> 95.7,kPa,,,20:27.8,->,95.7,,01:06.9,01:06.9
14:20:27.874 -> 95.7,kPa,,,20:27.9,->,95.7,,01:07.0,01:07.0
14:20:27.969 -> 95.7,kPa,,,20:28.0,->,95.7,,01:07.1,01:07.1
14:20:28.064 -> 93.8,kPa,,,20:28.1,->,93.8,,01:07.2,01:07.2
14:20:28.159 -> 87.9,kPa,,,20:28.2,->,87.9,,01:07.3,01:07.3
14:20:28.253 -> 84.0,kPa,,,20:28.3,->,84,,01:07.4,01:07.4
14:20:28.395 -> 84.0,kPa,,,20:28.4,->,84,,01:07.5,01:07.5
14:20:28.475 -> 86.0,kPa,,,20:28.5,->,86,,01:07.6,01:07.6
14:20:28.570 -> 89.9,kPa,,,20:28.6,->,89.9,,01:07.7,01:07.7
14:20:28.696 -> 89.9,kPa,,,20:28.7,->,89.9,,01:07.8,01:07.8
14:20:28.791 -> 84.0,kPa,,,20:28.8,->,84,,01:07.9,01:07.9
14:20:28.886 -> 87.9,kPa,,,20:28.9,->,87.9,,01:08.0,01:08.0
14:20:28.981 -> 91.8,kPa,,,20:29.0,->,91.8,,01:08.1,01:08.1
14:20:29.075 -> 93.8,kPa,,,20:29.1,->,93.8,,01:08.2,01:08.2
14:20:29.170 -> 93.8,kPa,,,20:29.2,->,93.8,,01:08.3,01:08.3
14:20:29.264 -> 93.8,kPa,,,20:29.3,->,93.8,,01:08.4,01:08.4
14:20:29.359 -> 95.7,kPa,,,20:29.4,->,95.7,,01:08.5,01:08.5
14:20:29.501 -> 95.7,kPa,,,20:29.5,->,95.7,,01:08.6,01:08.6
14:20:29.595 -> 95.7,kPa,,,20:29.6,->,95.7,,01:08.7,01:08.7
14:20:29.699 -> 95.7,kPa,,,20:29.7,->,95.7,,01:08.8,01:08.8
14:20:29.784 -> 99.6,kPa,,,20:29.8,->,99.6,,01:08.9,01:08.9
14:20:29.879 -> 97.7,kPa,,,20:29.9,->,97.7,,01:09.0,01:09.0
14:20:29.974 -> 99.6,kPa,,,20:30.0,->,99.6,,01:09.1,01:09.1
14:20:30.073 -> 99.6,kPa,,,20:30.1,->,99.6,,01:09.2,01:09.2
14:20:30.147 -> 99.6,kPa,,,20:30.1,->,99.6,,01:09.3,01:09.3
14:20:30.273 -> 99.6,kPa,,,20:30.3,->,99.6,,01:09.4,01:09.4
14:20:30.368 -> 99.6,kPa,,,20:30.4,->,99.6,,01:09.5,01:09.5
14:20:30.464 -> 99.6,kPa,,,20:30.5,->,99.6,,01:09.6,01:09.6
14:20:30.559 -> 101.6,kPa,,,20:30.6,->,101.6,,01:09.7,01:09.7
14:20:30.700 -> 99.6,kPa,,,20:30.7,->,99.6,,01:09.8,01:09.8
14:20:30.794 -> 99.6,kPa,,,20:30.8,->,99.6,,01:09.9,01:09.9
14:20:30.889 -> 99.6,kPa,,,20:30.9,->,99.6,,01:10.0,01:10.0
14:20:30.968 -> 99.6,kPa,,,20:31.0,->,99.6,,01:10.1,01:10.1
14:20:31.063 -> 97.7,kPa,,,20:31.1,->,97.7,,01:10.2,01:10.2
14:20:31.173 -> 97.7,kPa,,,20:31.2,->,97.7,,01:10.3,01:10.3
14:20:31.268 -> 89.9,kPa,,,20:31.3,->,89.9,,01:10.4,01:10.4
14:20:31.379 -> 87.9,kPa,,,20:31.4,->,87.9,,01:10.5,01:10.5
14:20:31.475 -> 84.0,kPa,,,20:31.5,->,84,,01:10.6,01:10.6
14:20:31.568 -> 82.1,kPa,,,20:31.6,->,82.1,,01:10.7,01:10.7
14:20:31.710 -> 80.1,kPa,,,20:31.7,->,80.1,,01:10.8,01:10.8
14:20:31.806 -> 78.2,kPa,,,20:31.8,->,78.2,,01:10.9,01:10.9
14:20:31.894 -> 76.2,kPa,,,20:31.9,->,76.2,,01:11.0,01:11.0
14:20:31.982 -> 78.2,kPa,,,20:32.0,->,78.2,,01:11.1,01:11.1
14:20:32.077 -> 82.1,kPa,,,20:32.1,->,82.1,,01:11.2,01:11.2
14:20:32.172 -> 84.0,kPa,,,20:32.2,->,84,,01:11.3,01:11.3
14:20:32.301 -> 80.1,kPa,,,20:32.3,->,80.1,,01:11.4,01:11.4
14:20:32.398 -> 76.2,kPa,,,20:32.4,->,76.2,,01:11.5,01:11.5
14:20:32.505 -> 78.2,kPa,,,20:32.5,->,78.2,,01:11.6,01:11.6
14:20:32.600 -> 78.2,kPa,,,20:32.6,->,78.2,,01:11.7,01:11.7
14:20:32.680 -> 76.2,kPa,,,20:32.7,->,76.2,,01:11.8,01:11.8
14:20:32.775 -> 82.1,kPa,,,20:32.8,->,82.1,,01:11.9,01:11.9
14:20:32.918 -> 84.0,kPa,,,20:32.9,->,84,,01:12.0,01:12.0
14:20:33.013 -> 91.8,kPa,,,20:33.0,->,91.8,,01:12.1,01:12.1
14:20:33.108 -> 93.8,kPa,,,20:33.1,->,93.8,,01:12.2,01:12.2
14:20:33.211 -> 95.7,kPa,,,20:33.2,->,95.7,,01:12.3,01:12.3
14:20:33.299 -> 95.7,kPa,,,20:33.3,->,95.7,,01:12.4,01:12.4
14:20:33.394 -> 93.8,kPa,,,20:33.4,->,93.8,,01:12.5,01:12.5
14:20:33.490 -> 97.7,kPa,,,20:33.5,->,97.7,,01:12.6,01:12.6
14:20:33.590 -> 99.6,kPa,,,20:33.6,->,99.6,,01:12.7,01:12.7
14:20:33.680 -> 99.6,kPa,,,20:33.7,->,99.6,,01:12.8,01:12.8
14:20:33.793 -> 99.6,kPa,,,20:33.8,->,99.6,,01:12.9,01:12.9
14:20:33.887 -> 97.7,kPa,,,20:33.9,->,97.7,,01:13.0,01:13.0
14:20:33.982 -> 93.8,kPa,,,20:34.0,->,93.8,,01:13.1,01:13.1
14:20:34.124 -> 91.8,kPa,,,20:34.1,->,91.8,,01:13.2,01:13.2
14:20:34.219 -> 89.9,kPa,,,20:34.2,->,89.9,,01:13.3,01:13.3
14:20:34.314 -> 86.0,kPa,,,20:34.3,->,86,,01:13.4,01:13.4
14:20:34.408 -> 86.0,kPa,,,20:34.4,->,86,,01:13.5,01:13.5
14:20:34.502 -> 87.9,kPa,,,20:34.5,->,87.9,,01:13.6,01:13.6
14:20:34.598 -> 87.9,kPa,,,20:34.6,->,87.9,,01:13.7,01:13.7
14:20:34.693 -> 89.9,kPa,,,20:34.7,->,89.9,,01:13.8,01:13.8
14:20:34.787 -> 87.9,kPa,,,20:34.8,->,87.9,,01:13.9,01:13.9
14:20:34.930 -> 87.9,kPa,,,20:34.9,->,87.9,,01:14.0,01:14.0
14:20:34.993 -> 93.8,kPa,,,20:35.0,->,93.8,,01:14.1,01:14.1
14:20:35.095 -> 95.7,kPa,,,20:35.1,->,95.7,,01:14.2,01:14.2
14:20:35.215 -> 97.7,kPa,,,20:35.2,->,97.7,,01:14.3,01:14.3
14:20:35.296 -> 97.7,kPa,,,20:35.3,->,97.7,,01:14.4,01:14.4
14:20:35.393 -> 97.7,kPa,,,20:35.4,->,97.7,,01:14.5,01:14.5
14:20:35.531 -> 97.7,kPa,,,20:35.5,->,97.7,,01:14.6,01:14.6
14:20:35.626 -> 97.7,kPa,,,20:35.6,->,97.7,,01:14.7,01:14.7
14:20:35.720 -> 99.6,kPa,,,20:35.7,->,99.6,,01:14.8,01:14.8
14:20:35.814 -> 99.6,kPa,,,20:35.8,->,99.6,,01:14.9,01:14.9
14:20:35.909 -> 97.7,kPa,,,20:35.9,->,97.7,,01:15.0,01:15.0
14:20:36.004 -> 95.7,kPa,,,20:36.0,->,95.7,,01:15.1,01:15.1
14:20:36.115 -> 91.8,kPa,,,20:36.1,->,91.8,,01:15.2,01:15.2
14:20:36.210 -> 86.0,kPa,,,20:36.2,->,86,,01:15.3,01:15.3
14:20:36.304 -> 84.0,kPa,,,20:36.3,->,84,,01:15.4,01:15.4
14:20:36.432 -> 84.0,kPa,,,20:36.4,->,84,,01:15.5,01:15.5
14:20:36.527 -> 86.0,kPa,,,20:36.5,->,86,,01:15.6,01:15.6
14:20:36.621 -> 84.0,kPa,,,20:36.6,->,84,,01:15.7,01:15.7
14:20:36.716 -> 78.2,kPa,,,20:36.7,->,78.2,,01:15.8,01:15.8
14:20:36.842 -> 74.3,kPa,,,20:36.8,->,74.3,,01:15.9,01:15.9
14:20:36.893 -> 72.3,kPa,,,20:36.9,->,72.3,,01:16.0,01:16.0
14:20:37.031 -> 66.4,kPa,,,20:37.0,->,66.4,,01:16.1,01:16.1
14:20:37.110 -> 62.5,kPa,,,20:37.1,->,62.5,,01:16.2,01:16.2
14:20:37.205 -> 58.6,kPa,,,20:37.2,->,58.6,,01:16.3,01:16.3
14:20:37.300 -> 62.5,kPa,,,20:37.3,->,62.5,,01:16.4,01:16.4
14:20:37.443 -> 72.3,kPa,,,20:37.4,->,72.3,,01:16.5,01:16.5
14:20:37.538 -> 78.2,kPa,,,20:37.5,->,78.2,,01:16.6,01:16.6
14:20:37.618 -> 87.9,kPa,,,20:37.6,->,87.9,,01:16.7,01:16.7
14:20:37.746 -> 93.8,kPa,,,20:37.7,->,93.8,,01:16.8,01:16.8
14:20:37.832 -> 97.7,kPa,,,20:37.8,->,97.7,,01:16.9,01:16.9
14:20:37.921 -> 99.6,kPa,,,20:37.9,->,99.6,,01:17.0,01:17.0
14:20:38.016 -> 97.7,kPa,,,20:38.0,->,97.7,,01:17.1,01:17.1
14:20:38.110 -> 97.7,kPa,,,20:38.1,->,97.7,,01:17.2,01:17.2
14:20:38.207 -> 97.7,kPa,,,20:38.2,->,97.7,,01:17.3,01:17.3
14:20:38.349 -> 97.7,kPa,,,20:38.3,->,97.7,,01:17.4,01:17.4
14:20:38.444 -> 97.7,kPa,,,20:38.4,->,97.7,,01:17.5,01:17.5
14:20:38.539 -> 99.6,kPa,,,20:38.5,->,99.6,,01:17.6,01:17.6
14:20:38.639 -> 99.6,kPa,,,20:38.6,->,99.6,,01:17.7,01:17.7
14:20:38.716 -> 99.6,kPa,,,20:38.7,->,99.6,,01:17.8,01:17.8
14:20:38.812 -> 97.7,kPa,,,20:38.8,->,97.7,,01:17.9,01:17.9
14:20:38.954 -> 97.7,kPa,,,20:39.0,->,97.7,,01:18.0,01:18.0
14:20:39.049 -> 99.6,kPa,,,20:39.0,->,99.6,,01:18.1,01:18.1
14:20:39.143 -> 95.7,kPa,,,20:39.1,->,95.7,,01:18.2,01:18.2
14:20:39.226 -> 87.9,kPa,,,20:39.2,->,87.9,,01:18.3,01:18.3
14:20:39.318 -> 86.0,kPa,,,20:39.3,->,86,,01:18.4,01:18.4
14:20:39.416 -> 87.9,kPa,,,20:39.4,->,87.9,,01:18.5,01:18.5
14:20:39.556 -> 89.9,kPa,,,20:39.6,->,89.9,,01:18.6,01:18.6
14:20:39.637 -> 89.9,kPa,,,20:39.6,->,89.9,,01:18.7,01:18.7
14:20:39.717 -> 93.8,kPa,,,20:39.7,->,93.8,,01:18.8,01:18.8
14:20:39.859 -> 93.8,kPa,,,20:39.9,->,93.8,,01:18.9,01:18.9
14:20:39.955 -> 91.8,kPa,,,20:40.0,->,91.8,,01:19.0,01:19.0
14:20:40.050 -> 93.8,kPa,,,20:40.1,->,93.8,,01:19.1,01:19.1
14:20:40.160 -> 95.7,kPa,,,20:40.2,->,95.7,,01:19.2,01:19.2
14:20:40.255 -> 97.7,kPa,,,20:40.3,->,97.7,,01:19.3,01:19.3
14:20:40.349 -> 95.7,kPa,,,20:40.3,->,95.7,,01:19.4,01:19.4
14:20:40.443 -> 97.7,kPa,,,20:40.4,->,97.7,,01:19.5,01:19.5
14:20:40.537 -> 95.7,kPa,,,20:40.5,->,95.7,,01:19.6,01:19.6
14:20:40.630 -> 95.7,kPa,,,20:40.6,->,95.7,,01:19.7,01:19.7
14:20:40.724 -> 95.7,kPa,,,20:40.7,->,95.7,,01:19.8,01:19.8
14:20:40.866 -> 95.7,kPa,,,20:40.9,->,95.7,,01:19.9,01:19.9
14:20:40.959 -> 95.7,kPa,,,20:41.0,->,95.7,,01:20.0,01:20.0
14:20:41.100 -> 97.7,kPa,,,20:41.1,->,97.7,,01:20.1,01:20.1
14:20:41.147 -> 97.7,kPa,,,20:41.1,->,97.7,,01:20.2,01:20.2
14:20:41.240 -> 99.6,kPa,,,20:41.2,->,99.6,,01:20.3,01:20.3
14:20:41.334 -> 99.6,kPa,,,20:41.3,->,99.6,,01:20.4,01:20.4
14:20:41.428 -> 97.7,kPa,,,20:41.4,->,97.7,,01:20.5,01:20.5
14:20:41.522 -> 97.7,kPa,,,20:41.5,->,97.7,,01:20.6,01:20.6
14:20:41.662 -> 93.8,kPa,,,20:41.7,->,93.8,,01:20.7,01:20.7
14:20:41.756 -> 93.8,kPa,,,20:41.8,->,93.8,,01:20.8,01:20.8
14:20:41.850 -> 95.7,kPa,,,20:41.8,->,95.7,,01:20.9,01:20.9
14:20:41.945 -> 97.7,kPa,,,20:41.9,->,97.7,,01:21.0,01:21.0
14:20:42.040 -> 95.7,kPa,,,20:42.0,->,95.7,,01:21.1,01:21.1
14:20:42.135 -> 95.7,kPa,,,20:42.1,->,95.7,,01:21.2,01:21.2
14:20:42.229 -> 91.8,kPa,,,20:42.2,->,91.8,,01:21.3,01:21.3
14:20:42.370 -> 91.8,kPa,,,20:42.4,->,91.8,,01:21.4,01:21.4
14:20:42.464 -> 91.8,kPa,,,20:42.5,->,91.8,,01:21.5,01:21.5
14:20:42.557 -> 89.9,kPa,,,20:42.6,->,89.9,,01:21.6,01:21.6
14:20:42.651 -> 87.9,kPa,,,20:42.7,->,87.9,,01:21.7,01:21.7
14:20:42.745 -> 82.1,kPa,,,20:42.7,->,82.1,,01:21.8,01:21.8
14:20:42.838 -> 76.2,kPa,,,20:42.8,->,76.2,,01:21.9,01:21.9
14:20:42.932 -> 70.3,kPa,,,20:42.9,->,70.3,,01:22.0,01:22.0
14:20:43.026 -> 70.3,kPa,,,20:43.0,->,70.3,,01:22.1,01:22.1
14:20:43.167 -> 72.3,kPa,,,20:43.2,->,72.3,,01:22.2,01:22.2
14:20:43.245 -> 76.2,kPa,,,20:43.2,->,76.2,,01:22.3,01:22.3
14:20:43.339 -> 84.0,kPa,,,20:43.3,->,84,,01:22.4,01:22.4
14:20:43.434 -> 87.9,kPa,,,20:43.4,->,87.9,,01:22.5,01:22.5
14:20:43.576 -> 86.0,kPa,,,20:43.6,->,86,,01:22.6,01:22.6
14:20:43.669 -> 89.9,kPa,,,20:43.7,->,89.9,,01:22.7,01:22.7
14:20:43.763 -> 87.9,kPa,,,20:43.8,->,87.9,,01:22.8,01:22.8
14:20:43.857 -> 87.9,kPa,,,20:43.9,->,87.9,,01:22.9,01:22.9
14:20:43.951 -> 87.9,kPa,,,20:44.0,->,87.9,,01:23.0,01:23.0
14:20:44.044 -> 93.8,kPa,,,20:44.0,->,93.8,,01:23.1,01:23.1
14:20:44.154 -> 95.7,kPa,,,20:44.2,->,95.7,,01:23.2,01:23.2
14:20:44.248 -> 97.7,kPa,,,20:44.2,->,97.7,,01:23.3,01:23.3
14:20:44.343 -> 97.7,kPa,,,20:44.3,->,97.7,,01:23.4,01:23.4
14:20:44.483 -> 99.6,kPa,,,20:44.5,->,99.6,,01:23.5,01:23.5
14:20:44.577 -> 97.7,kPa,,,20:44.6,->,97.7,,01:23.6,01:23.6
14:20:44.671 -> 95.7,kPa,,,20:44.7,->,95.7,,01:23.7,01:23.7
14:20:44.765 -> 91.8,kPa,,,20:44.8,->,91.8,,01:23.8,01:23.8
14:20:44.859 -> 91.8,kPa,,,20:44.9,->,91.8,,01:23.9,01:23.9
14:20:44.953 -> 93.8,kPa,,,20:45.0,->,93.8,,01:24.0,01:24.0
14:20:45.047 -> 95.7,kPa,,,20:45.0,->,95.7,,01:24.1,01:24.1
14:20:45.188 -> 93.8,kPa,,,20:45.2,->,93.8,,01:24.2,01:24.2
14:20:45.281 -> 93.8,kPa,,,20:45.3,->,93.8,,01:24.3,01:24.3
14:20:45.361 -> 89.9,kPa,,,20:45.4,->,89.9,,01:24.4,01:24.4
14:20:45.457 -> 84.0,kPa,,,20:45.5,->,84,,01:24.5,01:24.5
14:20:45.551 -> 86.0,kPa,,,20:45.6,->,86,,01:24.6,01:24.6
14:20:45.692 -> 87.9,kPa,,,20:45.7,->,87.9,,01:24.7,01:24.7
14:20:45.786 -> 91.8,kPa,,,20:45.8,->,91.8,,01:24.8,01:24.8
14:20:45.880 -> 93.8,kPa,,,20:45.9,->,93.8,,01:24.9,01:24.9
14:20:45.973 -> 93.8,kPa,,,20:46.0,->,93.8,,01:25.0,01:25.0
14:20:46.067 -> 87.9,kPa,,,20:46.1,->,87.9,,01:25.1,01:25.1
14:20:46.176 -> 82.1,kPa,,,20:46.2,->,82.1,,01:25.2,01:25.2
14:20:46.271 -> 74.3,kPa,,,20:46.3,->,74.3,,01:25.3,01:25.3
14:20:46.365 -> 70.3,kPa,,,20:46.4,->,70.3,,01:25.4,01:25.4
14:20:46.458 -> 70.3,kPa,,,20:46.5,->,70.3,,01:25.5,01:25.5
14:20:46.552 -> 70.3,kPa,,,20:46.6,->,70.3,,01:25.6,01:25.6
14:20:46.677 -> 66.4,kPa,,,20:46.7,->,66.4,,01:25.7,01:25.7
14:20:46.771 -> 66.4,kPa,,,20:46.8,->,66.4,,01:25.8,01:25.8
14:20:46.865 -> 68.4,kPa,,,20:46.9,->,68.4,,01:25.9,01:25.9
14:20:46.958 -> 72.3,kPa,,,20:47.0,->,72.3,,01:26.0,01:26.0
14:20:47.052 -> 76.2,kPa,,,20:47.1,->,76.2,,01:26.1,01:26.1
14:20:47.208 -> 80.1,kPa,,,20:47.2,->,80.1,,01:26.2,01:26.2
14:20:47.255 -> 87.9,kPa,,,20:47.3,->,87.9,,01:26.3,01:26.3
14:20:47.397 -> 93.8,kPa,,,20:47.4,->,93.8,,01:26.4,01:26.4
14:20:47.492 -> 93.8,kPa,,,20:47.5,->,93.8,,01:26.5,01:26.5
14:20:47.587 -> 91.8,kPa,,,20:47.6,->,91.8,,01:26.6,01:26.6
14:20:47.681 -> 89.9,kPa,,,20:47.7,->,89.9,,01:26.7,01:26.7
14:20:47.775 -> 84.0,kPa,,,20:47.8,->,84,,01:26.8,01:26.8
14:20:47.869 -> 89.9,kPa,,,20:47.9,->,89.9,,01:26.9,01:26.9
14:20:47.963 -> 87.9,kPa,,,20:48.0,->,87.9,,01:27.0,01:27.0
14:20:48.056 -> 89.9,kPa,,,20:48.1,->,89.9,,01:27.1,01:27.1
14:20:48.197 -> 87.9,kPa,,,20:48.2,->,87.9,,01:27.2,01:27.2
14:20:48.294 -> 87.9,kPa,,,20:48.3,->,87.9,,01:27.3,01:27.3
14:20:48.387 -> 84.0,kPa,,,20:48.4,->,84,,01:27.4,01:27.4
14:20:48.481 -> 80.1,kPa,,,20:48.5,->,80.1,,01:27.5,01:27.5
14:20:48.575 -> 80.1,kPa,,,20:48.6,->,80.1,,01:27.6,01:27.6
14:20:48.668 -> 80.1,kPa,,,20:48.7,->,80.1,,01:27.7,01:27.7
14:20:48.762 -> 82.1,kPa,,,20:48.8,->,82.1,,01:27.8,01:27.8
14:20:48.903 -> 89.9,kPa,,,20:48.9,->,89.9,,01:27.9,01:27.9
14:20:48.997 -> 95.7,kPa,,,20:49.0,->,95.7,,01:28.0,01:28.0
14:20:49.091 -> 95.7,kPa,,,20:49.1,->,95.7,,01:28.1,01:28.1
14:20:49.231 -> 93.8,kPa,,,20:49.2,->,93.8,,01:28.2,01:28.2
14:20:49.263 -> 93.8,kPa,,,20:49.3,->,93.8,,01:28.3,01:28.3
14:20:49.404 -> 87.9,kPa,,,20:49.4,->,87.9,,01:28.4,01:28.4
14:20:49.499 -> 80.1,kPa,,,20:49.5,->,80.1,,01:28.5,01:28.5
14:20:49.593 -> 70.3,kPa,,,20:49.6,->,70.3,,01:28.6,01:28.6
14:20:49.689 -> 62.5,kPa,,,20:49.7,->,62.5,,01:28.7,01:28.7
14:20:49.783 -> 56.7,kPa,,,20:49.8,->,56.7,,01:28.8,01:28.8
14:20:49.877 -> 52.8,kPa,,,20:49.9,->,52.8,,01:28.9,01:28.9
14:20:49.971 -> 52.8,kPa,,,20:50.0,->,52.8,,01:29.0,01:29.0
14:20:50.112 -> 58.6,kPa,,,20:50.1,->,58.6,,01:29.1,01:29.1
14:20:50.280 -> 62.5,kPa,,,20:50.3,->,62.5,,01:29.2,01:29.2
14:20:50.280 -> 64.5,kPa,,,20:50.3,->,64.5,,01:29.3,01:29.3
14:20:50.380 -> 66.4,kPa,,,20:50.4,->,66.4,,01:29.4,01:29.4
14:20:50.474 -> 70.3,kPa,,,20:50.5,->,70.3,,01:29.5,01:29.5
14:20:50.568 -> 72.3,kPa,,,20:50.6,->,72.3,,01:29.6,01:29.6
14:20:50.709 -> 80.1,kPa,,,20:50.7,->,80.1,,01:29.7,01:29.7
14:20:50.802 -> 87.9,kPa,,,20:50.8,->,87.9,,01:29.8,01:29.8
14:20:50.896 -> 89.9,kPa,,,20:50.9,->,89.9,,01:29.9,01:29.9
14:20:50.990 -> 91.8,kPa,,,20:51.0,->,91.8,,01:30.0,01:30.0
14:20:51.083 -> 91.8,kPa,,,20:51.1,->,91.8,,01:30.1,01:30.1
14:20:51.275 -> 89.9,kPa,,,20:51.3,->,89.9,,01:30.2,01:30.2
14:20:51.275 -> 86.0,kPa,,,20:51.3,->,86,,01:30.3,01:30.3
14:20:51.383 -> 82.1,kPa,,,20:51.4,->,82.1,,01:30.4,01:30.4
14:20:51.523 -> 84.0,kPa,,,20:51.5,->,84,,01:30.5,01:30.5
14:20:51.617 -> 80.1,kPa,,,20:51.6,->,80.1,,01:30.6,01:30.6
14:20:51.696 -> 78.2,kPa,,,20:51.7,->,78.2,,01:30.7,01:30.7
14:20:51.805 -> 78.2,kPa,,,20:51.8,->,78.2,,01:30.8,01:30.8
14:20:51.899 -> 84.0,kPa,,,20:51.9,->,84,,01:30.9,01:30.9
14:20:51.993 -> 93.8,kPa,,,20:52.0,->,93.8,,01:31.0,01:31.0
14:20:52.086 -> 95.7,kPa,,,20:52.1,->,95.7,,01:31.1,01:31.1
